"Order ID","Order Date","Customer ID","Product ID",Sales,Quantity,Profit
CA-2017-136539,12/28/2017,GH-14665,FUR-BO-10004709,78.8528,2,-11.596
CA-2017-135279,4/9/2017,BS-11800,OFF-ST-10001097,501.81,3,0
CA-2017-159366,1/7/2017,BW-11110,TEC-MA-10000822,3059.982,2,679.996
CA-2014-163419,11/11/2014,TZ-21580,FUR-CH-10000665,603.92,5,75.49
CA-2017-100314,9/29/2017,AS-10630,TEC-MA-10003066,336.51,3,44.868
CA-2014-117639,5/21/2014,MW-18235,OFF-BI-10003925,2715.93,7,1276.4871
CA-2015-124891,7/31/2015,RH-19495,TEC-AC-10003033,2309.65,7,762.1845
US-2015-126214,12/21/2015,JS-15880,FUR-TA-10003748,1618.37,13,356.0414
CA-2015-108665,7/6/2015,KM-16225,OFF-ST-10001526,601.65,5,156.429
CA-2016-113061,4/22/2016,EL-13735,FUR-FU-10003975,86.62,2,8.662
CA-2016-102981,9/6/2016,MO-17500,FUR-BO-10001811,722.352,3,90.294
CA-2017-132521,9/23/2017,DW-13540,OFF-AP-10002191,119.96,2,33.5888
CA-2015-110016,11/29/2015,BT-11395,FUR-CH-10002880,1106.91,9,121.7601
US-2016-143819,3/1/2016,KD-16270,TEC-MA-10003979,4899.93,7,2400.9657
CA-2015-165085,12/27/2015,BT-11485,OFF-AP-10002518,355.96,2,103.2284
US-2016-110156,11/19/2016,EH-13945,OFF-ST-10000642,100.704,6,-16.3644
CA-2015-142755,9/4/2015,CS-12355,TEC-AC-10002049,619.95,5,111.591
CA-2014-128146,6/21/2014,DB-13060,TEC-PH-10004539,1322.93,7,357.1911
CA-2017-117212,2/26/2017,BT-11530,FUR-CH-10003973,892.224,3,89.2224
CA-2016-114727,7/18/2016,LS-16945,FUR-CH-10002331,854.352,3,10.6794
CA-2017-133235,8/1/2017,LH-16750,TEC-PH-10002660,271.96,5,16.9975
CA-2016-137050,7/14/2016,SW-20755,FUR-BO-10004695,579.136,4,21.7176
US-2017-118087,9/9/2017,SP-20620,TEC-PH-10002200,1931.958,7,-386.3916
CA-2014-168494,12/12/2014,NP-18700,FUR-TA-10003473,3610.848,12,135.4068
CA-2017-115602,12/18/2017,DJ-13630,OFF-AP-10000891,1704.56,13,511.368
CA-2017-117079,10/23/2017,JR-15700,TEC-PH-10004586,863.88,3,107.985
US-2014-167738,12/24/2014,JC-16105,FUR-CH-10001146,292.272,6,18.267
CA-2016-160815,9/5/2016,TR-21325,TEC-PH-10003505,278.4,3,80.736
CA-2015-138898,5/25/2015,JH-16180,OFF-AP-10004487,845.728,13,84.5728
US-2017-126179,7/3/2017,CS-12460,TEC-PH-10001557,287.97,3,77.7519
CA-2014-160773,7/1/2014,LW-16825,TEC-PH-10004586,575.92,2,71.99
CA-2017-167703,2/3/2017,MC-17575,OFF-ST-10001490,285.552,2,35.694
CA-2017-100524,3/31/2017,CM-12115,TEC-PH-10002549,677.58,3,176.1708
US-2017-155425,11/10/2017,AB-10600,FUR-CH-10003312,899.136,4,-146.1096
US-2015-103471,12/24/2015,JR-15670,FUR-BO-10002613,590.058,7,-786.744
CA-2015-120362,9/14/2015,CA-12265,FUR-TA-10003008,912.75,5,118.6575
US-2017-117247,10/9/2017,CK-12760,FUR-TA-10002958,652.45,5,-430.617
CA-2015-126697,9/21/2015,SV-20815,TEC-PH-10002922,946.344,7,118.293
CA-2014-120768,12/19/2014,IM-15070,FUR-CH-10000513,1819.86,14,163.7874
CA-2015-139731,10/15/2015,JE-15745,FUR-CH-10002024,2453.43,5,-350.49
CA-2016-133711,11/26/2016,MC-17425,TEC-MA-10000010,3040,8,1459.2
CA-2017-139199,12/9/2017,DK-12835,FUR-CH-10000847,872.94,3,226.9644
CA-2017-130386,11/12/2017,NG-18430,OFF-ST-10003716,540.048,3,-47.2542
CA-2015-153388,8/1/2015,PC-19000,FUR-TA-10003715,1004.976,6,-175.8708
CA-2017-148446,12/10/2017,MC-17845,FUR-TA-10004256,1669.6,4,116.872
CA-2017-121888,9/15/2017,CL-11890,FUR-BO-10002545,782.94,3,203.5644
CA-2014-150245,12/31/2014,PC-18745,FUR-BO-10002613,1573.488,7,196.686
CA-2017-158386,10/16/2017,BO-11425,OFF-BI-10003719,124.75,5,57.385
US-2017-102890,6/30/2017,SG-20470,FUR-TA-10000577,1044.63,5,-295.9785
CA-2015-132101,3/19/2015,JO-15550,TEC-PH-10004539,453.576,3,39.6879
CA-2014-101602,12/15/2014,MC-18100,FUR-CH-10004675,763.28,5,-21.808
CA-2015-131338,8/9/2015,NP-18325,OFF-BI-10000545,1217.568,2,456.588
US-2016-113509,3/15/2016,PL-18925,TEC-AC-10004855,83.976,3,-13.6461
CA-2017-108560,7/8/2017,JC-15385,OFF-LA-10003930,786.48,8,385.3752
CA-2015-157084,12/19/2015,JG-15160,TEC-AC-10002049,1265.85,3,556.974
CA-2015-111829,3/19/2015,FH-14365,TEC-CO-10001766,3149.93,7,1480.4671
CA-2014-135699,8/29/2014,HH-15010,OFF-PA-10004475,109.92,2,53.8608
US-2017-132444,11/18/2017,CD-12280,OFF-ST-10003442,169.68,6,45.8136
CA-2016-107615,3/22/2016,RB-19645,TEC-AC-10001013,58.58,2,19.3314
CA-2017-143798,12/10/2017,AW-10840,FUR-FU-10004306,310.88,2,23.316
CA-2015-114069,7/13/2015,ND-18370,FUR-CH-10000595,1931.04,9,321.84
US-2017-124968,9/8/2017,MM-18055,FUR-TA-10004289,765.625,7,-566.5625
CA-2016-169943,5/19/2016,BN-11515,OFF-ST-10004123,454.9,5,0
US-2017-164056,4/29/2017,FM-14215,FUR-TA-10001307,1048.35,5,-69.89
US-2016-131149,7/10/2016,LH-17155,OFF-ST-10000689,338.04,3,-33.804
CA-2015-105347,11/24/2015,DP-13000,OFF-PA-10000675,368.91,9,180.7659
CA-2015-154326,2/15/2015,RP-19855,TEC-PH-10000560,699.98,2,195.9944
CA-2014-120474,12/1/2014,RP-19390,FUR-CH-10001854,2807.84,8,673.8816
US-2017-139465,8/27/2017,MR-17545,TEC-PH-10000455,347.97,3,100.9113
CA-2017-158379,9/22/2017,JA-15970,OFF-SU-10002881,4663.736,7,-1049.3406
US-2016-116729,12/25/2016,GK-14620,TEC-PH-10002200,2575.944,7,257.5944
CA-2016-164938,2/11/2016,PB-19210,TEC-PH-10004897,69.93,7,0.6993
CA-2014-132612,6/9/2014,FO-14305,FUR-TA-10004534,1441.3,7,245.021
CA-2016-109344,2/8/2016,CH-12070,TEC-PH-10002624,1127.976,3,126.8973
CA-2014-103373,5/18/2014,BS-11755,TEC-PH-10002885,779.796,2,-168.9558
CA-2017-145884,10/21/2017,SL-20155,TEC-PH-10000895,1439.92,8,374.3792
CA-2017-162691,8/1/2017,AS-10045,TEC-MA-10000488,1439.982,3,-263.9967
CA-2017-122693,2/19/2017,NH-18610,OFF-AP-10002518,1245.86,7,361.2994
US-2017-158512,1/12/2017,DA-13450,OFF-PA-10001804,40.08,6,19.2384
CA-2015-160472,7/20/2015,RK-19300,TEC-AC-10002253,831.2,5,124.68
US-2016-100839,10/13/2016,NC-18625,FUR-TA-10004575,727.45,5,-465.568
CA-2014-116932,7/21/2014,ME-18010,FUR-CH-10001215,801.568,2,50.098
CA-2014-140165,5/13/2014,EH-14005,OFF-BI-10004519,398.352,8,-331.96
CA-2017-141789,10/3/2017,AC-10450,OFF-BI-10001359,1793.98,2,843.1706
CA-2014-169775,8/29/2014,RA-19945,OFF-BI-10004390,505.176,4,-336.784
CA-2017-154410,10/21/2017,MD-17860,OFF-ST-10002743,909.12,8,9.0912
CA-2017-157987,9/2/2017,AC-10615,FUR-CH-10003379,1282.41,5,213.735
CA-2014-110408,10/18/2014,AS-10225,TEC-PH-10002352,1394.95,5,362.687
CA-2016-147417,7/25/2016,CB-12415,TEC-CO-10001449,1439.976,4,191.9968
CA-2015-127509,11/9/2015,AS-10090,FUR-TA-10002855,1024.38,7,215.1198
CA-2017-163510,12/25/2017,JW-15955,FUR-CH-10001146,304.45,5,76.1125
CA-2015-155761,12/11/2015,SC-20800,TEC-AC-10001606,159.984,2,35.9964
CA-2015-117961,11/26/2015,GP-14740,OFF-ST-10001172,104.9,5,25.176
CA-2017-120376,12/22/2017,TP-21130,FUR-CH-10002335,1586.69,7,412.5394
CA-2017-140676,9/12/2017,BF-11080,OFF-PA-10004243,94.85,5,45.528
CA-2015-164882,10/31/2015,SG-20080,TEC-PH-10001578,1295.84,4,145.782
US-2017-168690,1/7/2017,TS-21085,OFF-BI-10000145,2.808,3,-1.9656
US-2016-152051,6/25/2016,TS-21160,FUR-CH-10002965,422.058,3,-18.0882
CA-2016-128818,5/7/2016,CJ-12010,TEC-MA-10000488,3999.95,5,1159.9855
CA-2017-143063,8/10/2017,IL-15100,TEC-PH-10003645,1454.49,9,378.1674
US-2014-165659,6/1/2014,LT-17110,TEC-PH-10002563,881.93,7,229.3018
CA-2014-125556,11/14/2014,ML-17410,TEC-PH-10001079,832.93,7,233.2204
CA-2017-130841,7/28/2017,MH-17620,TEC-PH-10001817,1145.6,4,100.24
CA-2017-157091,6/26/2017,DB-13405,FUR-FU-10000293,526.45,5,31.587
CA-2017-132122,7/9/2017,JH-15820,OFF-ST-10003692,228.92,5,14.3075
CA-2016-146633,11/15/2016,TG-21310,OFF-BI-10003527,1016.792,1,381.297
CA-2017-103380,11/21/2017,BF-11005,TEC-PH-10004165,659.976,3,49.4982
CA-2017-105214,6/16/2017,TS-21610,FUR-CH-10000015,1212.96,7,90.972
CA-2015-117611,11/8/2015,MZ-17335,TEC-AC-10002049,371.97,3,66.9546
CA-2016-131065,11/14/2016,AA-10375,TEC-AC-10004145,499.98,2,114.9954
CA-2015-142944,3/6/2015,JL-15850,TEC-CO-10003763,1119.984,2,377.9946
CA-2015-113145,11/1/2015,VD-21670,TEC-AC-10001838,1399.93,7,601.9699
CA-2017-157931,9/17/2017,MO-17800,FUR-CH-10000785,723.92,4,188.2192
CA-2015-111514,8/31/2015,SC-20260,FUR-BO-10002545,1552.831,7,200.9546
US-2014-148838,3/17/2014,CP-12340,FUR-TA-10003473,1579.746,7,-447.5947
US-2015-127040,12/6/2015,SG-20605,TEC-AC-10002637,1619.91,9,97.1946
CA-2017-108574,10/7/2017,MG-18145,TEC-AC-10002049,1115.91,9,200.8638
CA-2016-156300,12/29/2016,TB-21595,FUR-CH-10001714,754.45,5,60.356
CA-2017-168655,10/12/2017,ML-18040,TEC-AC-10002842,595,5,95.2
CA-2016-107202,5/21/2016,LC-16930,TEC-MA-10000112,2396.4,10,179.73
CA-2015-154746,11/14/2015,PJ-18835,OFF-AP-10003057,826.11,3,322.1829
CA-2016-146934,5/22/2016,AF-10870,OFF-AP-10003217,662.84,4,172.3384
CA-2017-128755,5/4/2017,MK-18160,OFF-ST-10003306,571.44,4,165.7176
US-2016-135923,1/22/2016,CM-11935,FUR-BO-10002213,451.136,4,-67.6704
CA-2016-114972,11/3/2016,PF-19225,OFF-AP-10003057,1101.48,4,429.5772
CA-2017-126067,8/28/2017,KN-16705,FUR-TA-10000617,1137.75,5,250.305
CA-2015-141040,10/9/2015,TB-21250,TEC-PH-10001835,631.96,4,303.3408
CA-2014-144624,11/19/2014,JM-15865,TEC-PH-10002885,4548.81,7,1228.1787
CA-2014-136644,6/16/2014,SC-20575,FUR-CH-10000225,647.84,8,32.392
CA-2014-143917,7/25/2014,KL-16645,OFF-SU-10000151,8187.65,5,327.506
CA-2016-136812,11/18/2016,AW-10930,OFF-ST-10003470,1117.92,4,55.896
CA-2015-102722,4/18/2015,KW-16570,TEC-AC-10003116,106.5,6,41.535
CA-2014-128888,11/15/2014,PB-19105,OFF-EN-10003001,604.656,9,204.0714
CA-2016-124352,10/15/2016,CD-12790,OFF-AP-10002651,868.59,3,251.8911
US-2017-117723,8/15/2017,DL-13495,OFF-ST-10004459,1801.632,6,-337.806
CA-2015-113404,7/16/2015,EM-13810,FUR-CH-10003312,1348.704,6,-219.1644
CA-2014-164385,9/26/2014,NB-18580,OFF-AP-10002191,143.952,3,14.3952
CA-2016-118626,8/15/2016,JC-15775,TEC-PH-10000369,705.544,7,70.5544
CA-2015-147788,5/31/2015,TM-21010,FUR-BO-10004357,1406.86,7,140.686
CA-2017-123967,11/1/2017,SF-20200,FUR-TA-10003954,2665.62,9,239.9058
CA-2016-155845,8/12/2016,CM-12235,TEC-AC-10004145,1399.944,7,52.4979
CA-2016-165848,6/4/2016,EN-13780,TEC-MA-10003356,1349.85,3,364.4595
CA-2014-127446,11/25/2014,MC-17590,FUR-TA-10000577,1218.735,5,-121.8735
CA-2014-147298,4/26/2014,AG-10300,FUR-CH-10004886,230.28,3,23.028
CA-2017-127180,10/22/2017,TA-21385,TEC-CO-10004722,11199.968,4,3919.9888
US-2017-110604,5/15/2017,JF-15295,FUR-CH-10004287,220.96,1,24.858
CA-2015-162369,8/15/2015,TT-21265,OFF-ST-10000046,323.1,2,61.389
CA-2017-108441,6/12/2017,SB-20170,FUR-CH-10000595,858.24,4,143.04
US-2016-146794,9/26/2016,SH-19975,FUR-BO-10004467,424.9575,5,19.998
CA-2017-123372,11/28/2017,DG-13300,TEC-PH-10002834,1979.89,11,494.9725
CA-2014-126403,9/9/2014,RR-19525,OFF-ST-10000078,1325.85,5,238.653
CA-2014-145317,3/18/2014,SM-20320,TEC-MA-10002412,22638.48,6,-1811.0784
CA-2017-156818,7/11/2017,JD-16015,TEC-AC-10002323,132.6,6,17.238
CA-2015-121797,1/30/2015,CC-12145,TEC-MA-10000488,1919.976,3,215.9973
CA-2017-119193,12/22/2017,SK-19990,TEC-PH-10003072,629.958,7,94.4937
CA-2017-104801,2/13/2017,FH-14350,TEC-AC-10001838,799.96,4,343.9828
US-2014-141257,6/8/2014,CS-11950,FUR-CH-10002758,585.552,3,73.194
CA-2015-155306,4/17/2015,GA-14515,OFF-AP-10002651,1447.65,5,419.8185
CA-2016-146171,3/11/2016,JP-16135,OFF-ST-10001526,481.32,4,125.1432
CA-2017-167752,1/15/2017,RW-19690,OFF-AP-10002945,1924.16,8,312.676
US-2015-122140,4/2/2015,MO-17950,TEC-AC-10003038,50.12,7,-0.6265
CA-2014-154599,4/12/2014,KN-16450,TEC-PH-10001557,1075.088,14,94.0702
CA-2016-153318,10/25/2016,JS-15595,TEC-PH-10000984,783.96,5,78.396
US-2014-125521,3/14/2014,CK-12325,FUR-CH-10003379,1139.92,4,284.98
US-2016-162852,12/27/2016,BG-11695,FUR-CH-10004853,845.488,8,-12.0784
CA-2017-152093,9/10/2017,SN-20560,OFF-BI-10003527,762.594,3,-1143.891
CA-2017-157854,4/8/2017,DM-13345,OFF-BI-10001359,2690.97,3,1264.7559
CA-2016-128594,8/26/2016,DJ-13510,FUR-CH-10001215,1603.136,4,100.196
US-2016-167339,1/21/2016,TD-20995,FUR-CH-10000785,1013.488,7,76.0116
US-2016-164630,1/4/2016,EB-13975,TEC-CO-10000971,959.968,4,119.996
US-2017-120390,10/19/2017,TH-21550,OFF-BI-10004995,1633.188,4,-1306.5504
CA-2017-137428,12/16/2017,AY-10555,FUR-CH-10003817,97.184,2,6.074
US-2014-112872,12/6/2014,RC-19960,FUR-TA-10003238,275.49,1,-170.8038
CA-2016-139269,5/25/2016,JB-16045,OFF-ST-10000689,1267.65,9,152.118
CA-2016-139010,2/21/2016,MC-17635,OFF-ST-10001809,449.15,5,8.983
CA-2017-116519,10/13/2017,CR-12730,OFF-AP-10000828,904.9,5,253.372
CA-2017-134845,4/17/2017,SR-20425,TEC-MA-10000822,2549.985,5,-3399.98
CA-2017-124674,11/17/2017,JB-16000,FUR-BO-10002202,327.7328,2,-14.4588
CA-2015-135174,4/30/2015,BP-11230,TEC-PH-10001530,1022.97,5,-255.7425
CA-2017-121419,4/2/2017,TC-21475,FUR-TA-10004534,411.8,2,70.006
CA-2016-128517,4/9/2016,SW-20350,TEC-PH-10002555,517.9,2,134.654
US-2017-120089,11/30/2017,ML-17755,OFF-AP-10003779,663.936,4,82.992
CA-2014-119375,11/17/2014,YC-21895,OFF-ST-10002011,2934.33,7,792.2691
CA-2017-119578,12/22/2017,JG-15310,OFF-SU-10003505,695.16,6,34.758
CA-2016-150350,8/23/2016,MS-17770,TEC-MA-10001972,837.6,3,62.82
CA-2014-136399,12/16/2014,CC-12100,TEC-PH-10004977,627.168,4,70.5564
CA-2017-131828,2/11/2017,CS-11845,FUR-CH-10004495,963.136,4,108.3528
CA-2015-147830,12/15/2015,NF-18385,TEC-AC-10002049,2025.36,6,607.608
CA-2016-138695,5/28/2016,KC-16675,FUR-CH-10003833,390.272,8,-24.392
CA-2017-152912,11/9/2017,BM-11650,OFF-ST-10003208,1633.14,9,473.6106
CA-2017-104640,11/10/2017,FH-14275,OFF-BI-10003925,931.176,3,314.2719
US-2016-127971,11/20/2016,DW-13195,FUR-CH-10003774,318.43,5,-77.333
CA-2017-113355,12/1/2017,SJ-20215,FUR-CH-10002602,317.058,3,-18.1176
CA-2017-133865,5/8/2017,PS-19045,TEC-CO-10001046,3359.952,6,1049.985
CA-2014-102988,4/5/2014,GM-14695,OFF-SU-10002881,4164.05,5,83.281
CA-2014-134551,12/20/2014,TS-21505,FUR-CH-10004287,662.88,3,74.574
US-2017-109253,8/21/2017,PR-18880,FUR-TA-10001539,568.728,3,28.4364
CA-2016-147536,12/26/2016,AR-10510,TEC-AC-10003280,89.97,3,18.8937
CA-2016-134887,3/25/2016,TB-21280,TEC-AC-10003832,1287.45,5,244.6155
CA-2014-166471,8/9/2014,MG-17650,TEC-PH-10001530,1091.168,4,68.198
CA-2015-153381,9/24/2015,DE-13255,FUR-CH-10000988,1408.1,10,394.268
CA-2017-168858,11/19/2017,JD-16150,OFF-AP-10003849,2504.74,7,626.185
CA-2017-114258,11/5/2017,EM-13825,TEC-PH-10003012,492.768,4,55.4364
CA-2014-124688,8/27/2014,CC-12610,FUR-TA-10003569,1202.94,3,300.735
CA-2015-157322,7/2/2015,RH-19600,OFF-ST-10003208,435.504,3,48.9942
CA-2016-107328,8/8/2016,CA-12055,FUR-TA-10001932,513.024,2,12.8256
CA-2016-150945,12/18/2016,JK-16120,OFF-ST-10003716,900.08,4,117.0104
CA-2015-124975,6/22/2015,MG-17875,FUR-TA-10002645,796.425,7,-525.6405
CA-2014-120838,3/23/2014,PO-18865,TEC-PH-10003484,604.752,6,37.797
CA-2017-103877,9/7/2017,RD-19660,OFF-BI-10003650,1577.94,3,757.4112
CA-2017-168109,7/3/2017,JK-15640,TEC-MA-10001148,2395.2,6,209.58
CA-2016-104157,7/25/2016,MT-17815,FUR-TA-10004915,2430.08,8,388.8128
CA-2017-121839,9/24/2017,MH-18115,TEC-PH-10002885,1169.694,3,-253.4337
CA-2014-159835,11/17/2014,RB-19330,FUR-CH-10004997,657.93,5,-93.99
CA-2014-163559,9/23/2014,ST-20530,OFF-BI-10002026,139.44,3,47.061
CA-2017-112529,11/19/2017,SC-20770,FUR-TA-10002622,718.116,6,-71.8116
CA-2017-113530,5/19/2017,BC-11125,FUR-CH-10002647,681.408,12,42.588
CA-2017-133004,8/31/2017,AJ-10945,OFF-AP-10002439,638.73,9,166.0698
US-2014-169789,12/30/2014,MF-17665,OFF-BI-10004600,551.985,5,-459.9875
CA-2015-109575,9/18/2015,KH-16630,TEC-PH-10000895,1259.93,7,327.5818
CA-2017-168193,3/6/2017,RM-19750,FUR-FU-10002554,71.97,3,16.5531
CA-2016-115476,3/17/2016,VM-21835,TEC-PH-10000673,129.98,2,62.3904
CA-2015-103205,12/8/2015,JJ-15760,TEC-PH-10004896,119.96,5,11.996
CA-2014-153913,12/16/2014,KB-16585,FUR-CH-10000988,1013.832,9,101.3832
CA-2016-155530,12/17/2016,CM-12160,FUR-TA-10004256,2003.52,6,-325.572
CA-2017-147760,11/4/2017,KL-16555,TEC-PH-10002483,1359.96,5,118.9965
CA-2016-152471,7/8/2016,ZD-21925,TEC-PH-10002824,823.96,5,51.4975
CA-2017-141873,10/9/2017,HG-14845,FUR-BO-10003034,314.352,3,-15.7176
CA-2015-140984,9/14/2015,CC-12685,OFF-ST-10000585,991.2,6,257.712
CA-2014-105984,11/24/2014,MY-18295,TEC-PH-10000560,1049.97,5,-209.994
