"Customer ID",Sales,sales_rank
DJ-13510,1603.136,213
MA-17995,1603.136,213
JF-15565,1599.92,215
RO-19780,1598.058,216
BO-11350,1592.85,217
NP-18700,1591.02,218
TP-21130,1586.69,219
CP-12340,1579.746,220
RD-19660,1577.94,221
AH-10210,1577.94,221
PV-18985,1575.14,223
PC-18745,1573.488,224
BB-11545,1568.61,225
JO-15145,1565.88,226
CB-12535,1564.29,227
TH-21115,1554.936,228
SC-20260,1552.831,229
DB-13120,1548.99,230
SP-20920,1537.074,231
JD-16150,1526.56,232
NC-18415,1525.188,233
EB-13750,1522.638,234
ZC-21910,1516.2,235
MH-18025,1504.52,236
DW-13480,1503.25,237
TH-21100,1502.376,238
FM-14290,1499.97,239
EM-14140,1499.95,240
MG-17680,1497.666,241
HW-14935,1496.16,242
AR-10405,1488.424,243
JD-16150,1487.976,244
BT-11305,1487.04,245
CL-12565,1487.04,245
PK-19075,1478.272,247
SP-20920,1474.802,248
JL-15505,1473.1,249
JF-15415,1471.96,250
RW-19540,1458.65,251
DJ-13420,1454.9,252
IL-15100,1454.49,253
FH-14365,1448.82,254
GA-14515,1447.65,255
FM-14290,1443.96,256
FO-14305,1441.3,257
AS-10045,1439.982,258
CB-12415,1439.976,259
SB-20185,1439.968,260
DF-13135,1439.968,260
SL-20155,1439.92,262
GM-14680,1432,263
MH-17455,1424.9,264
SP-20620,1421.664,265
AJ-10780,1421.664,265
SJ-20125,1415.76,267
DE-13255,1408.1,268
TM-21010,1406.86,269
SH-20635,1403.92,270
SF-20965,1403.92,270
JL-15835,1399.98,272
CM-12235,1399.944,273
PJ-19015,1399.93,274
VD-21670,1399.93,274
LD-17005,1395.54,276
AS-10225,1394.95,277
GT-14710,1379.92,278
BG-11035,1369.764,279
OT-18730,1369.764,279
TS-21430,1367.84,281
JK-15730,1363.96,282
ZC-21910,1363.96,282
RL-19615,1362.9,284
KL-16555,1359.96,285
AH-10465,1352.3976,286
FC-14335,1352.032,287
JS-15880,1350.12,288
MW-18220,1349.91,289
EN-13780,1349.85,290
EM-13810,1348.704,291
ND-18460,1347.52,292
CP-12340,1345.485,293
KH-16510,1336.829,294
AG-10270,1336.44,295
OT-18730,1335.68,296
SE-20110,1332.496,297
RR-19525,1325.85,298
BD-11605,1325.85,298
IL-15100,1325.85,298
CL-12700,1325.76,301
GM-14440,1325.76,301
AA-10645,1323.9,303
DB-13060,1322.93,304
GM-14695,1322.352,305
KC-16255,1319.96,306
ES-14080,1319.8,307
FP-14320,1317.492,308
DL-12925,1299.99,309
SV-20365,1299.66,310
ZC-21910,1298.55,311
BS-11665,1297.368,312
SG-20080,1295.84,313
DK-13225,1295.78,314
VM-21685,1294.75,315
EB-13705,1293.488,316
AS-10225,1292.94,317
TB-21280,1287.45,318
KB-16240,1287.45,318
PW-19030,1287.45,318
AC-10615,1282.41,321
SC-20050,1279.968,322
AA-10645,1279.165,323
TN-21040,1272.63,324
BF-11170,1270.99,325
IL-15100,1268.82,326
JB-16045,1267.65,327
GT-14710,1267.53,328
PF-19165,1266.86,329
JG-15160,1265.85,330
RF-19345,1263.3,331
RS-19765,1261.33,332
CD-11920,1259.97,333
KH-16630,1259.93,334
NF-18385,1256.22,335
SS-20410,1252.704,336
FH-14365,1247.64,337
VW-21775,1247.64,337
NH-18610,1245.86,339
HP-14815,1242.9,340
CA-12775,1228.465,341
CM-12715,1227.9984,342
AC-10450,1219.96,343
MC-17590,1218.735,344
NP-18325,1217.568,345
SW-20455,1217.568,345
RA-19885,1215.92,347
JG-15160,1214.85,348
TS-21610,1212.96,349
VW-21775,1212.96,349
CM-12655,1212.848,351
KH-16360,1207.84,352
CC-12610,1202.94,353
BF-11170,1199.98,354
KH-16510,1199.976,355
LR-16915,1199.976,355
YC-21895,1199.976,355
EB-14110,1199.976,355
RA-19285,1199.96,359
BE-11335,1199.8,360
EK-13795,1198.33,361
LL-16840,1196.86,362
AJ-10795,1194.165,363
VW-21775,1188,364
CV-12295,1184.72,365
MH-18115,1169.694,366
SL-20155,1166.92,367
BB-11545,1159.056,368
SC-20440,1158.12,369
BB-11545,1158.12,369
MH-17620,1145.6,371
DJ-13630,1141.938,372
PK-18910,1141.47,373
CK-12325,1139.92,374
KN-16705,1137.75,375
RS-19420,1133.35,376
JD-16150,1128.39,377
CH-12070,1127.976,378
AD-10180,1126.02,379
RF-19345,1126.02,379
TG-21640,1125.488,381
JE-15610,1123.92,382
RD-19480,1123.128,383
BD-11320,1121.568,384
JL-15850,1119.984,385
BP-11185,1119.888,386
AW-10930,1117.92,387
MP-18175,1117.92,387
EH-13765,1117.92,387
HG-15025,1117.92,387
MG-18145,1115.91,391
AR-10825,1115.17,392
SC-20725,1114.4,393
RW-19630,1114.272,394
LC-16885,1113.504,395
BS-11590,1113.024,396
LB-16795,1112.94,397
BT-11395,1106.91,398
AB-10105,1103.97,399
PF-19225,1101.48,400
IM-15070,1099.96,401
BP-11185,1099.96,401
GD-14590,1099.5,403
GH-14485,1097.544,404
PW-19030,1091.93,405
LR-16915,1091.168,406
MG-17650,1091.168,406
RH-19495,1090.782,408
VD-21670,1089.75,409
JP-15520,1089.75,409
ZC-21910,1088.792,411
DR-12940,1088.76,412
DH-13075,1087.936,413
ND-18460,1085.42,414
SM-20950,1085.42,414
JD-15895,1085.42,414
MD-17350,1080.096,417
FP-14320,1079.976,418
RB-19705,1079.85,419
TB-21625,1079.316,420
KN-16450,1075.088,421
CP-12340,1071.576,422
LC-17140,1071,423
HL-15040,1067.94,424
AJ-10795,1059.12,425
NW-18400,1056.86,426
PM-18940,1056.86,426
PM-19135,1053.164,428
MY-18295,1049.97,429
RD-19585,1049.93,430
EJ-13720,1049.44,431
RB-19465,1049.2,432
LS-16975,1049.2,432
FM-14215,1048.35,434
EB-13870,1044.63,435
SG-20470,1044.63,435
MK-17905,1043.92,437
JP-15460,1040.8,438
CK-12205,1039.992,439
TS-21205,1039.728,440
JO-15280,1038.84,441
JE-15610,1036.624,442
KH-16360,1036.624,442
BF-11020,1035.8,444
JM-15265,1029.95,445
GR-14560,1025.88,446
LC-16930,1024.716,447
AS-10090,1024.38,448
AG-10900,1023.936,449
CJ-12010,1023.332,450
BP-11230,1022.97,451
MM-17920,1018.104,452
TG-21310,1016.792,453
KB-16585,1013.832,454
TD-20995,1013.488,455
JE-15715,1012.68,456
PO-19180,1007.979,457
MW-18220,1007.944,458
RB-19795,1007.232,459
CL-12565,1006.056,460
PC-19000,1004.976,461
KH-16510,1004.024,462
AH-10210,1003.62,463
GH-14410,1001.584,464
SW-20455,1001.584,464
YS-21880,1000.02,466
YS-21880,1000.02,466
NP-18685,999.98,468
TG-21310,999.98,468
MP-18175,999.96,470
CB-12025,999.432,471
BT-11680,998.85,472
MD-17350,998.82,473
GT-14635,991.764,474
CC-12685,991.2,475
BP-11155,989.97,476
KM-16375,981.372,477
RL-19615,979.95,478
NP-18325,979.95,478
MN-17935,979.95,478
KM-16720,979.95,478
KH-16630,978.84,482
TS-21370,977.292,483
MC-17275,975.92,484
TB-21175,975.92,484
LC-16885,974.988,486
VD-21670,971.88,487
GZ-14470,971.5,488
DP-13105,968.744,489
KT-16465,966.7,490
DK-13375,965.85,491
CS-11845,963.136,492
JW-16075,962.08,493
AH-10195,961.48,494
DB-13615,959.984,495
SU-20665,959.984,495
DK-13090,959.984,495
EB-13975,959.968,498
SO-20335,957.5775,499
HM-14860,956.6648,500
EP-13915,956.6648,500
RP-19390,946.764,502
SV-20815,946.344,503
AH-10690,946.344,503
SH-20395,945.036,505
NP-18670,944.93,506
DB-13555,942.784,507
JL-15130,934.956,508
KT-16465,933.536,509
MD-17350,933.408,510
CJ-12010,933.262,511
RA-19885,931.176,512
FH-14275,931.176,512
CB-12025,918.785,514
CC-12670,917.9235,515
NF-18595,915.136,516
DB-12910,915.136,516
BM-11650,914.97,518
RA-19915,913.43,519
TS-21655,913.43,519
CA-12265,912.75,521
KM-16720,911.984,522
BH-11710,911.424,523
JK-15730,909.72,524
MD-17860,909.12,525
JM-15250,908.82,526
BH-11710,907.152,527
BS-11380,906.68,528
CR-12730,904.9,529
MC-18130,902.712,530
SV-20365,902.712,530
EJ-14155,901.95,532
GZ-14470,901.95,532
AM-10705,900.08,534
JK-16120,900.08,534
BS-11380,899.982,536
DH-13075,899.97,537
DV-13465,899.95,538
JH-15985,899.91,539
DR-12880,899.91,539
GT-14710,899.43,541
CK-12325,899.43,541
MP-17470,899.136,543
AB-10600,899.136,543
AD-10180,897.15,545
KD-16270,896.99,546
NC-18535,896.99,546
AT-10435,896.328,548
CY-12745,895.944,549
EH-13765,895.92,550
RW-19630,895.92,550
MJ-17740,895.92,550
WB-21850,895.92,550
RS-19420,892.98,554
CB-12025,892.35,555
CA-11965,892.224,556
BT-11530,892.224,556
WB-21850,892.136,558
MG-18145,890.841,559
BT-11530,889.536,560
GB-14575,887.84,561
DB-13210,887.271,562
NS-18505,887.271,562
BS-11365,887.103,564
JW-15220,885.528,565
DP-13165,883.92,566
HR-14830,883.84,567
GZ-14470,883.84,567
LT-17110,881.93,569
SW-20275,881.93,569
DR-12880,879.984,571
CC-12685,879.984,571
ER-13855,876.3,573
RS-19420,872.94,574
DK-12835,872.94,574
RH-19510,872.32,576
CT-11995,872.32,576
DB-13060,871.8,578
AM-10705,871.4,579
CD-12790,868.59,580
DB-12970,866.646,581
NF-18385,866.4,582
LC-17050,866.4,582
MV-18190,863.928,584
JR-15700,863.88,585
SC-20230,863.64,586
EP-13915,863.128,587
AH-10690,863.128,587
RD-19900,862.344,589
KD-16345,861.76,590
DK-12895,860.93,591
TH-21115,859.2,592
FA-14230,859.2,592
ES-14080,859.2,592
SB-20170,858.24,595
CV-12805,856.656,596
LA-16780,854.94,597
LS-16945,854.352,598
AA-10645,853.93,599
RO-19780,853.93,599
TS-21610,853.092,601
NM-18445,850.5,602
LB-16795,849.95,603
BE-11455,848.544,604
JH-16180,845.728,605
BG-11695,845.488,606
ME-17320,844.116,607
SV-20785,844.116,607
HW-14935,843.9,609
JK-15625,843.9,609
AP-10915,842.94,611
DN-13690,842.72,612
JL-15175,842.376,613
JF-15355,842.352,614
AH-10075,841.568,615
DR-12880,841.568,615
BG-11695,839.988,617
SG-20080,839.43,618
NZ-18565,838.38,619
MS-17770,837.6,620
DL-13495,837.6,620
KD-16270,836.592,622
MG-17695,835.17,623
KH-16330,833.94,624
ML-17410,832.93,625
JE-15745,831.936,626
RK-19300,831.2,627
DB-13555,828.84,628
TT-21460,828.6,629
BM-11650,826.62,630
PJ-18835,826.11,631
JM-16195,826,632
HW-14935,825.174,633
MP-17965,824.97,634
GM-14455,824.95,635
ZD-21925,823.96,636
DM-13015,823.96,636
SC-20680,821.94,638
AB-10105,821.88,639
TB-21400,821.88,639
SM-20320,821.3,641
BF-11170,818.376,642
RB-19465,815.292,643
ME-17320,812.736,644
SW-20275,811.28,645
EB-14170,807.75,646
BW-11200,806.336,647
KD-16495,801.96,648
NW-18400,801.96,648
ML-17410,801.6,650
MY-17380,801.568,651
ME-18010,801.568,651
JW-15220,801.568,651
MW-18220,801.568,651
MA-17560,799.984,655
FH-14350,799.96,656
JK-16120,799.92,657
JM-15535,799.56,658
KL-16555,797.944,659
BH-11710,797.944,659
MG-17875,796.425,661
PO-19180,795.51,662
DH-13075,795.48,663
DM-12955,795.408,664
LR-17035,791.964,665
MG-17650,791.88,666
DK-13090,787.53,667
PO-18850,786.744,668
JC-15385,786.48,669
RR-19525,785.88,670
GA-14515,783.96,671
JS-15595,783.96,671
SG-20605,783.96,671
CL-11890,782.94,674
MY-18295,781.864,675
BS-11755,779.796,676
BS-11665,777.21,677
MH-17290,776.85,678
SB-20185,775.728,679
AH-10210,773.94,680
DB-13555,772.68,681
GM-14440,772.68,681
DM-13525,772.68,681
SS-20410,772.47,684
JE-15475,772.47,684
DK-13225,770.352,686
DK-12895,769.95,687
JH-16180,769.184,688
AJ-10795,767.952,689
TB-21190,767.214,690
MM-18055,765.625,691
NP-18700,764.688,692
DB-12970,763.44,693
MC-18100,763.28,694
SN-20560,762.594,695
DB-13270,761.544,696
DB-13120,760.98,697
KH-16330,760.116,698
GM-14455,758.352,699
VB-21745,756.8,700
LW-17125,756.8,700
ME-17320,755.96,702
CM-12715,755.944,703
TB-21595,754.45,704
JL-15235,751.984,705
SJ-20500,751.92,706
YC-21895,750.68,707
EH-14125,748.752,708
NF-18385,747.558,709
SV-20365,744.1,710
CS-12400,743.988,711
AC-10450,742.336,712
SM-20950,735.98,713
TC-20980,735.98,713
RB-19435,735.98,713
TS-21205,733.95,716
CG-12520,731.94,717
MH-17785,730.2,718
GD-14590,728.946,719
CB-12025,728.82,720
NC-18625,727.45,721
MH-18115,727.296,722
KH-16690,725.84,723
SC-20725,725.84,723
RB-19435,725.344,725
CB-12025,724.08,726
MO-17800,723.92,727
HZ-14950,723.92,727
CB-12535,722.352,729
MO-17500,722.352,729
DV-13045,721.875,731
AI-10855,720.76,732
NC-18625,720.76,732
MN-17935,720.064,734
SJ-20125,720.064,734
MC-17425,719.976,736
KT-16480,719.96,737
CM-12715,719.952,738
KH-16690,718.64,739
SC-20770,718.116,740
NP-18325,717.72,741
KD-16615,717.72,741
JR-16210,717.12,743
TS-21370,716,744
PO-19180,715.64,745
RW-19630,715.64,745
SV-20785,715.2,747
DB-13060,714.3,748
SC-20695,714.3,748
SC-20260,713.88,750
ZC-21910,710.832,751
JL-15505,707.88,752
DK-13225,706.86,753
PP-18955,706.86,753
JC-15775,705.544,755
MH-18025,704.9,756
NC-18340,704.76,757
RH-19555,704.76,757
JG-15805,704.25,759
AJ-10780,704.25,759
JP-15520,703.968,761
LB-16795,703.71,762
BS-11590,701.96,763
ME-17725,701.96,763
EH-14125,701.372,765
EM-13810,700.152,766
KT-16480,700.056,767
RP-19855,699.98,768
TP-21130,699.98,768
HL-15040,699.93,770
AC-10420,698.352,771
JE-15715,698.352,771
JE-15715,698.352,771
RD-19660,697.16,774
SA-20830,697.16,774
HK-14890,696.42,776
AS-10045,695.7,777
TC-21295,695.7,777
JG-15310,695.16,779
BF-11215,692.94,780
SH-20635,692.472,781
JE-15745,691.96,782
RD-19900,689.82,783
AW-10930,689.408,784
HR-14770,687.4,785
CC-12475,686.4,786
AP-10915,686.32,787
RL-19615,683.988,788
PH-18790,683.952,789
KH-16510,683.332,790
SC-20725,683.144,791
BC-11125,681.408,792
JL-15235,681.408,792
AG-10900,680.01,794
CM-12235,679.96,795
CM-12115,677.58,796
QJ-19255,677.58,796
JG-15160,675.96,798
RA-19885,675.12,799
BD-11725,675.06,800
DW-13480,674.352,801
KM-16720,674.352,801
MC-17605,674.058,803
AA-10315,673.568,804
CL-12565,673.568,804
NF-18385,673.344,806
EM-14140,671.984,807
EP-13915,671.94,808
HA-14920,671.93,809
DB-12910,671.93,809
LB-16795,671.544,811
TS-21655,670.752,812
NW-18400,669.08,813
AH-10030,668.16,814
MH-18115,666.4,815
WB-21850,666.344,816
MG-18145,666.248,817
PK-19075,665.88,818
EB-13705,665.408,819
MM-18055,664.146,820
ML-17755,663.936,821
TB-21625,663.92,822
SM-20320,663.072,823
JE-15715,662.88,824
TS-21505,662.88,824
AF-10870,662.84,826
VW-21775,661.176,827
JK-15730,659.988,828
VM-21685,659.976,829
BF-11005,659.976,829
JK-15625,659.97,831
SP-20860,659.9,832
BG-11035,659.9,832
PF-19120,659.9,832
RL-19615,659.168,835
Dl-13600,658.746,836
RB-19330,657.93,837
MG-17650,657.93,837
HM-14860,657.93,837
GA-14515,657.552,840
ND-18370,657.504,841
KB-16240,655.9,842
MP-18175,653.55,843
SC-20260,653.55,843
SB-20290,652.995,845
CK-12760,652.45,846
TP-21565,650.352,847
LR-16915,649,848
DR-12880,647.904,849
VB-21745,647.84,850
SC-20575,647.84,850
LM-17065,646.776,852
CS-12250,646.74,853
DM-13015,646.272,854
DK-12985,646.2,855
NC-18340,644.076,856
BV-11245,643.136,857
LE-16810,641.96,858
AR-10540,639.968,859
LH-16900,638.82,860
DR-12880,638.82,860
AJ-10945,638.73,862
BP-11290,638.288,863
CC-12220,637.896,864
AH-10075,637.896,864
SZ-20035,637.44,866
KH-16630,636.86,867
KT-16480,636.408,868
KL-16645,635.96,869
VF-21715,634.116,870
TB-21250,631.96,871
HM-14860,631.96,871
MW-18220,631.782,873
MM-17260,631.782,873
GW-14605,631.176,875
ON-18715,630.024,876
SK-19990,629.958,877
RS-19765,629.95,878
GB-14575,629.95,878
DB-13270,629.95,878
KB-16600,629.95,878
MW-18220,629.95,878
GM-14500,629.93,883
ML-17755,629.64,884
TP-21565,629.184,885
DH-13075,629.1,886
MH-18115,629.1,886
EM-14140,629.1,886
JA-15970,629.064,889
SB-20290,628.81,890
CC-12100,627.168,891
MB-18085,627.168,891
MP-17470,626.352,893
EJ-14155,626.352,893
DF-13135,626.1,895
TT-21070,625.99,896
EB-13975,623.96,897
RD-19930,623.96,897
DB-13555,623.4648,899
DS-13180,622.45,900
CY-12745,621.76,901
CS-12400,620.6145,902
CS-12355,619.95,903
MH-18115,619.95,903
BM-11650,619.95,903
JG-15160,619.152,906
FO-14305,617.976,907
CS-12400,617.976,907
MW-18235,617.97,909
TB-21280,617.97,909
PF-19165,617.7,911
TS-21370,616.998,912
JK-15625,614.272,913
PO-18850,613.9992,914
CP-12340,613.908,915
MY-18295,611.058,916
ME-17320,609.98,917
FP-14320,609.98,917
CM-12190,607.52,919
KM-16375,605.88,920
LS-17200,605.34,921
SZ-20035,604.768,922
NC-18535,604.752,923
PO-18865,604.752,923
PB-19105,604.656,925
TZ-21580,603.92,926
SC-20095,603.92,926
TH-21100,603.92,926
KB-16240,603.92,926
JK-15625,603.92,926
VS-21820,602.651,931
KM-16225,601.65,932
CD-12790,601.536,933
RD-19900,601.536,933
SE-20110,601.47,935
DM-13015,601.3,936
AD-10180,600.558,937
JS-16030,600.558,937
CJ-12010,600.558,937
SZ-20035,600.53,940
EA-14035,599.99,941
GH-14410,599.985,942
NC-18340,599.98,943
SU-20665,599.97,944
SV-20365,599.97,944
KE-16420,599.9,946
EB-13870,599.292,947
MH-17290,599.165,948
KN-16390,598.458,949
FH-14275,597.132,950
MC-17590,597,951
ML-18040,595,952
PG-18820,595,952
DB-13660,594.816,954
LS-16945,593.568,955
CW-11905,592.74,956
FH-14275,591.32,957
NL-18310,590.352,958
BS-11380,590.352,958
JR-15670,590.058,960
TH-21550,589.9,961
CC-12220,589.41,962
RB-19705,589.41,962
EH-14185,588.784,964
BM-11650,587.97,965
KW-16435,587.97,965
EM-14140,587.97,965
FM-14215,587.97,965
DS-13180,586.398,969
CS-11950,585.552,970
KF-16285,585.552,970
TP-21130,584.82,972
BP-11095,583.8,973
DG-13300,582.336,974
MM-17920,581.96,975
Dp-13240,580.672,976
CC-12610,579.95,977
AS-10090,579.528,978
NG-18355,579.51,979
BT-11680,579.51,979
HG-14965,579.3,981
SW-20755,579.136,982
HA-14905,579.136,982
KD-16495,577.764,984
SC-20020,577.584,985
MN-17935,575.968,986
MA-17560,575.928,987
LW-16825,575.92,988
AH-10210,575.92,988
RB-19465,574.91,990
WB-21850,573.728,991
JK-15370,573.174,992
EM-13960,572.8,993
LC-17140,572.76,994
CS-12250,572.58,995
CM-11815,572.58,995
LC-16885,572.16,997
GM-14440,572.16,997
MK-18160,571.44,999
KH-16330,569.99,1000
LL-16840,569.64,1001
BW-11110,569.568,1002
HA-14920,569.536,1003
GH-14410,569.058,1004
PR-18880,568.728,1005
LR-16915,568.728,1005
MH-17785,567.12,1007
CP-12340,566.97,1008
MP-18175,564.195,1009
SC-20020,563.94,1010
PN-18775,563.94,1010
PK-19075,563.92,1012
JE-15610,563.808,1013
VT-21700,563.808,1013
JG-15310,563.43,1015
LF-17185,563.4,1016
BP-11050,563.4,1016
EH-13765,563.24,1018
TT-21070,563.024,1019
CS-12490,562.2925,1020
LA-16780,561.584,1021
MH-18025,561.568,1022
EP-13915,559.992,1023
TZ-21580,559.984,1024
TN-21040,559.93,1025
SP-20860,559.92,1026
AG-10525,559.71,1027
VW-21775,559.62,1028
CL-12565,558.4,1029
Co-12640,558.4,1029
AZ-10750,557.728,1031
LT-17110,557.585,1032
JO-15145,556.665,1033
HF-14995,556.665,1033
RH-19510,555.96,1035
SF-20965,555.21,1036
JR-15670,552.56,1037
SC-20770,552.56,1037
SV-20935,552,1039
MF-17665,551.985,1040
DK-13090,550.431,1041
MA-17560,549.99,1042
PO-19180,549.99,1042
KD-16495,549.98,1044
MY-17380,547.3,1045
JD-16150,547.136,1046
VT-21700,547.136,1046
JL-15835,546.66,1048
VP-21730,546.06,1049
ND-18370,545.94,1050
CC-12220,545.916,1051
AS-10225,545.88,1052
CA-12265,545.85,1053
BM-11650,544.38,1054
GB-14575,544.38,1054
NZ-18565,544.008,1056
LS-16945,544.008,1056
TH-21550,543.92,1058
TM-21490,543.92,1058
FH-14350,542.94,1060
TH-21550,542.94,1060
KM-16225,542.94,1060
JM-16195,542.94,1060
RM-19375,542.94,1060
EG-13900,542.646,1065
JM-16195,541.44,1066
JL-15850,540.57,1067
RW-19540,540.57,1067
RB-19795,540.048,1069
NG-18430,540.048,1069
DW-13480,539.97,1071
AH-10465,539.97,1071
CS-11950,539.964,1073
LC-17050,539.964,1073
RB-19435,539.92,1075
SC-20770,539.91,1076
KH-16330,539.658,1077
NP-18670,538.92,1078
AS-10090,538.194,1079
RL-19615,537.544,1080
TT-21220,537.544,1080
JD-15895,535.41,1082
RP-19855,535.41,1082
MS-17770,535.41,1082
SC-20020,535.41,1082
DL-12925,533.94,1086
DH-13075,532.72,1087
MS-17770,532.704,1088
SN-20710,532.3992,1089
BM-11650,530.34,1090
KT-16465,528.43,1091
EA-14035,528.43,1091
MY-18295,528.43,1091
RL-19615,527.92,1094
BF-11170,526.582,1095
DB-13405,526.45,1096
SM-20320,526.45,1096
EB-13930,526.344,1098
AH-10690,523.92,1099
GM-14680,523.92,1099
KL-16555,523.764,1101
AR-10345,523.764,1101
SF-20965,523.48,1103
JE-15610,523.392,1104
LL-16840,523.26,1105
PO-19180,523.25,1106
CM-12655,521.96,1107
TS-21430,521.96,1107
RR-19315,520.464,1109
RO-19780,520.464,1109
JG-15805,520.05,1111
RF-19735,519.96,1112
