"Customer ID",Sales,dense_rank_num
DJ-13510,1603.136,189
MA-17995,1603.136,189
JF-15565,1599.92,190
RO-19780,1598.058,191
BO-11350,1592.85,192
NP-18700,1591.02,193
TP-21130,1586.69,194
CP-12340,1579.746,195
RD-19660,1577.94,196
AH-10210,1577.94,196
PV-18985,1575.14,197
PC-18745,1573.488,198
BB-11545,1568.61,199
JO-15145,1565.88,200
CB-12535,1564.29,201
TH-21115,1554.936,202
SC-20260,1552.831,203
DB-13120,1548.99,204
SP-20920,1537.074,205
JD-16150,1526.56,206
NC-18415,1525.188,207
EB-13750,1522.638,208
ZC-21910,1516.2,209
MH-18025,1504.52,210
DW-13480,1503.25,211
TH-21100,1502.376,212
FM-14290,1499.97,213
EM-14140,1499.95,214
MG-17680,1497.666,215
HW-14935,1496.16,216
AR-10405,1488.424,217
JD-16150,1487.976,218
BT-11305,1487.04,219
CL-12565,1487.04,219
PK-19075,1478.272,220
SP-20920,1474.802,221
JL-15505,1473.1,222
JF-15415,1471.96,223
RW-19540,1458.65,224
DJ-13420,1454.9,225
IL-15100,1454.49,226
FH-14365,1448.82,227
GA-14515,1447.65,228
FM-14290,1443.96,229
FO-14305,1441.3,230
AS-10045,1439.982,231
CB-12415,1439.976,232
SB-20185,1439.968,233
DF-13135,1439.968,233
SL-20155,1439.92,234
GM-14680,1432,235
MH-17455,1424.9,236
SP-20620,1421.664,237
AJ-10780,1421.664,237
SJ-20125,1415.76,238
DE-13255,1408.1,239
TM-21010,1406.86,240
SH-20635,1403.92,241
SF-20965,1403.92,241
JL-15835,1399.98,242
CM-12235,1399.944,243
PJ-19015,1399.93,244
VD-21670,1399.93,244
LD-17005,1395.54,245
AS-10225,1394.95,246
GT-14710,1379.92,247
BG-11035,1369.764,248
OT-18730,1369.764,248
TS-21430,1367.84,249
JK-15730,1363.96,250
ZC-21910,1363.96,250
RL-19615,1362.9,251
KL-16555,1359.96,252
AH-10465,1352.3976,253
FC-14335,1352.032,254
JS-15880,1350.12,255
MW-18220,1349.91,256
EN-13780,1349.85,257
EM-13810,1348.704,258
ND-18460,1347.52,259
CP-12340,1345.485,260
KH-16510,1336.829,261
AG-10270,1336.44,262
OT-18730,1335.68,263
SE-20110,1332.496,264
RR-19525,1325.85,265
BD-11605,1325.85,265
IL-15100,1325.85,265
CL-12700,1325.76,266
GM-14440,1325.76,266
AA-10645,1323.9,267
DB-13060,1322.93,268
GM-14695,1322.352,269
KC-16255,1319.96,270
ES-14080,1319.8,271
FP-14320,1317.492,272
DL-12925,1299.99,273
SV-20365,1299.66,274
ZC-21910,1298.55,275
BS-11665,1297.368,276
SG-20080,1295.84,277
DK-13225,1295.78,278
VM-21685,1294.75,279
EB-13705,1293.488,280
AS-10225,1292.94,281
TB-21280,1287.45,282
KB-16240,1287.45,282
PW-19030,1287.45,282
AC-10615,1282.41,283
SC-20050,1279.968,284
AA-10645,1279.165,285
TN-21040,1272.63,286
BF-11170,1270.99,287
IL-15100,1268.82,288
JB-16045,1267.65,289
GT-14710,1267.53,290
PF-19165,1266.86,291
JG-15160,1265.85,292
RF-19345,1263.3,293
RS-19765,1261.33,294
CD-11920,1259.97,295
KH-16630,1259.93,296
NF-18385,1256.22,297
SS-20410,1252.704,298
FH-14365,1247.64,299
VW-21775,1247.64,299
NH-18610,1245.86,300
HP-14815,1242.9,301
CA-12775,1228.465,302
CM-12715,1227.9984,303
AC-10450,1219.96,304
MC-17590,1218.735,305
NP-18325,1217.568,306
SW-20455,1217.568,306
RA-19885,1215.92,307
JG-15160,1214.85,308
TS-21610,1212.96,309
VW-21775,1212.96,309
CM-12655,1212.848,310
KH-16360,1207.84,311
CC-12610,1202.94,312
BF-11170,1199.98,313
KH-16510,1199.976,314
LR-16915,1199.976,314
YC-21895,1199.976,314
EB-14110,1199.976,314
RA-19285,1199.96,315
BE-11335,1199.8,316
EK-13795,1198.33,317
LL-16840,1196.86,318
AJ-10795,1194.165,319
VW-21775,1188,320
CV-12295,1184.72,321
MH-18115,1169.694,322
SL-20155,1166.92,323
BB-11545,1159.056,324
SC-20440,1158.12,325
BB-11545,1158.12,325
MH-17620,1145.6,326
DJ-13630,1141.938,327
PK-18910,1141.47,328
CK-12325,1139.92,329
KN-16705,1137.75,330
RS-19420,1133.35,331
JD-16150,1128.39,332
CH-12070,1127.976,333
AD-10180,1126.02,334
RF-19345,1126.02,334
TG-21640,1125.488,335
JE-15610,1123.92,336
RD-19480,1123.128,337
BD-11320,1121.568,338
JL-15850,1119.984,339
BP-11185,1119.888,340
AW-10930,1117.92,341
MP-18175,1117.92,341
EH-13765,1117.92,341
HG-15025,1117.92,341
MG-18145,1115.91,342
AR-10825,1115.17,343
SC-20725,1114.4,344
RW-19630,1114.272,345
LC-16885,1113.504,346
BS-11590,1113.024,347
LB-16795,1112.94,348
BT-11395,1106.91,349
AB-10105,1103.97,350
PF-19225,1101.48,351
IM-15070,1099.96,352
BP-11185,1099.96,352
GD-14590,1099.5,353
GH-14485,1097.544,354
PW-19030,1091.93,355
LR-16915,1091.168,356
MG-17650,1091.168,356
RH-19495,1090.782,357
VD-21670,1089.75,358
JP-15520,1089.75,358
ZC-21910,1088.792,359
DR-12940,1088.76,360
DH-13075,1087.936,361
ND-18460,1085.42,362
SM-20950,1085.42,362
JD-15895,1085.42,362
MD-17350,1080.096,363
FP-14320,1079.976,364
RB-19705,1079.85,365
TB-21625,1079.316,366
KN-16450,1075.088,367
CP-12340,1071.576,368
LC-17140,1071,369
HL-15040,1067.94,370
AJ-10795,1059.12,371
NW-18400,1056.86,372
PM-18940,1056.86,372
PM-19135,1053.164,373
MY-18295,1049.97,374
RD-19585,1049.93,375
EJ-13720,1049.44,376
RB-19465,1049.2,377
LS-16975,1049.2,377
FM-14215,1048.35,378
EB-13870,1044.63,379
SG-20470,1044.63,379
MK-17905,1043.92,380
JP-15460,1040.8,381
CK-12205,1039.992,382
TS-21205,1039.728,383
JO-15280,1038.84,384
JE-15610,1036.624,385
KH-16360,1036.624,385
BF-11020,1035.8,386
JM-15265,1029.95,387
GR-14560,1025.88,388
LC-16930,1024.716,389
AS-10090,1024.38,390
AG-10900,1023.936,391
CJ-12010,1023.332,392
BP-11230,1022.97,393
MM-17920,1018.104,394
TG-21310,1016.792,395
KB-16585,1013.832,396
TD-20995,1013.488,397
JE-15715,1012.68,398
PO-19180,1007.979,399
MW-18220,1007.944,400
RB-19795,1007.232,401
CL-12565,1006.056,402
PC-19000,1004.976,403
KH-16510,1004.024,404
AH-10210,1003.62,405
GH-14410,1001.584,406
SW-20455,1001.584,406
YS-21880,1000.02,407
YS-21880,1000.02,407
NP-18685,999.98,408
TG-21310,999.98,408
MP-18175,999.96,409
CB-12025,999.432,410
BT-11680,998.85,411
MD-17350,998.82,412
GT-14635,991.764,413
CC-12685,991.2,414
BP-11155,989.97,415
KM-16375,981.372,416
RL-19615,979.95,417
NP-18325,979.95,417
MN-17935,979.95,417
KM-16720,979.95,417
KH-16630,978.84,418
TS-21370,977.292,419
MC-17275,975.92,420
TB-21175,975.92,420
LC-16885,974.988,421
VD-21670,971.88,422
GZ-14470,971.5,423
DP-13105,968.744,424
KT-16465,966.7,425
DK-13375,965.85,426
CS-11845,963.136,427
JW-16075,962.08,428
AH-10195,961.48,429
DB-13615,959.984,430
SU-20665,959.984,430
DK-13090,959.984,430
EB-13975,959.968,431
SO-20335,957.5775,432
HM-14860,956.6648,433
EP-13915,956.6648,433
RP-19390,946.764,434
SV-20815,946.344,435
AH-10690,946.344,435
SH-20395,945.036,436
NP-18670,944.93,437
DB-13555,942.784,438
JL-15130,934.956,439
KT-16465,933.536,440
MD-17350,933.408,441
CJ-12010,933.262,442
RA-19885,931.176,443
FH-14275,931.176,443
CB-12025,918.785,444
CC-12670,917.9235,445
NF-18595,915.136,446
DB-12910,915.136,446
BM-11650,914.97,447
RA-19915,913.43,448
TS-21655,913.43,448
CA-12265,912.75,449
KM-16720,911.984,450
BH-11710,911.424,451
JK-15730,909.72,452
MD-17860,909.12,453
JM-15250,908.82,454
BH-11710,907.152,455
BS-11380,906.68,456
CR-12730,904.9,457
MC-18130,902.712,458
SV-20365,902.712,458
EJ-14155,901.95,459
GZ-14470,901.95,459
AM-10705,900.08,460
JK-16120,900.08,460
BS-11380,899.982,461
DH-13075,899.97,462
DV-13465,899.95,463
JH-15985,899.91,464
DR-12880,899.91,464
GT-14710,899.43,465
CK-12325,899.43,465
MP-17470,899.136,466
AB-10600,899.136,466
AD-10180,897.15,467
KD-16270,896.99,468
NC-18535,896.99,468
AT-10435,896.328,469
CY-12745,895.944,470
EH-13765,895.92,471
RW-19630,895.92,471
MJ-17740,895.92,471
WB-21850,895.92,471
RS-19420,892.98,472
CB-12025,892.35,473
CA-11965,892.224,474
BT-11530,892.224,474
WB-21850,892.136,475
MG-18145,890.841,476
BT-11530,889.536,477
GB-14575,887.84,478
DB-13210,887.271,479
NS-18505,887.271,479
BS-11365,887.103,480
JW-15220,885.528,481
DP-13165,883.92,482
HR-14830,883.84,483
GZ-14470,883.84,483
LT-17110,881.93,484
SW-20275,881.93,484
DR-12880,879.984,485
CC-12685,879.984,485
ER-13855,876.3,486
RS-19420,872.94,487
DK-12835,872.94,487
RH-19510,872.32,488
CT-11995,872.32,488
DB-13060,871.8,489
AM-10705,871.4,490
CD-12790,868.59,491
DB-12970,866.646,492
NF-18385,866.4,493
LC-17050,866.4,493
MV-18190,863.928,494
JR-15700,863.88,495
SC-20230,863.64,496
EP-13915,863.128,497
AH-10690,863.128,497
RD-19900,862.344,498
KD-16345,861.76,499
DK-12895,860.93,500
TH-21115,859.2,501
FA-14230,859.2,501
ES-14080,859.2,501
SB-20170,858.24,502
CV-12805,856.656,503
LA-16780,854.94,504
LS-16945,854.352,505
AA-10645,853.93,506
RO-19780,853.93,506
TS-21610,853.092,507
NM-18445,850.5,508
LB-16795,849.95,509
BE-11455,848.544,510
JH-16180,845.728,511
BG-11695,845.488,512
ME-17320,844.116,513
SV-20785,844.116,513
HW-14935,843.9,514
JK-15625,843.9,514
AP-10915,842.94,515
DN-13690,842.72,516
JL-15175,842.376,517
JF-15355,842.352,518
AH-10075,841.568,519
DR-12880,841.568,519
BG-11695,839.988,520
SG-20080,839.43,521
NZ-18565,838.38,522
MS-17770,837.6,523
DL-13495,837.6,523
KD-16270,836.592,524
MG-17695,835.17,525
KH-16330,833.94,526
ML-17410,832.93,527
JE-15745,831.936,528
RK-19300,831.2,529
DB-13555,828.84,530
TT-21460,828.6,531
BM-11650,826.62,532
PJ-18835,826.11,533
JM-16195,826,534
HW-14935,825.174,535
MP-17965,824.97,536
GM-14455,824.95,537
ZD-21925,823.96,538
DM-13015,823.96,538
SC-20680,821.94,539
AB-10105,821.88,540
TB-21400,821.88,540
SM-20320,821.3,541
BF-11170,818.376,542
RB-19465,815.292,543
ME-17320,812.736,544
SW-20275,811.28,545
EB-14170,807.75,546
BW-11200,806.336,547
KD-16495,801.96,548
NW-18400,801.96,548
ML-17410,801.6,549
MY-17380,801.568,550
ME-18010,801.568,550
JW-15220,801.568,550
MW-18220,801.568,550
MA-17560,799.984,551
FH-14350,799.96,552
JK-16120,799.92,553
JM-15535,799.56,554
KL-16555,797.944,555
BH-11710,797.944,555
MG-17875,796.425,556
PO-19180,795.51,557
DH-13075,795.48,558
DM-12955,795.408,559
LR-17035,791.964,560
MG-17650,791.88,561
DK-13090,787.53,562
PO-18850,786.744,563
JC-15385,786.48,564
RR-19525,785.88,565
GA-14515,783.96,566
JS-15595,783.96,566
SG-20605,783.96,566
CL-11890,782.94,567
MY-18295,781.864,568
BS-11755,779.796,569
BS-11665,777.21,570
MH-17290,776.85,571
SB-20185,775.728,572
AH-10210,773.94,573
DB-13555,772.68,574
GM-14440,772.68,574
DM-13525,772.68,574
SS-20410,772.47,575
JE-15475,772.47,575
DK-13225,770.352,576
DK-12895,769.95,577
JH-16180,769.184,578
AJ-10795,767.952,579
TB-21190,767.214,580
MM-18055,765.625,581
NP-18700,764.688,582
DB-12970,763.44,583
MC-18100,763.28,584
SN-20560,762.594,585
DB-13270,761.544,586
DB-13120,760.98,587
KH-16330,760.116,588
GM-14455,758.352,589
VB-21745,756.8,590
LW-17125,756.8,590
ME-17320,755.96,591
CM-12715,755.944,592
TB-21595,754.45,593
JL-15235,751.984,594
SJ-20500,751.92,595
YC-21895,750.68,596
EH-14125,748.752,597
NF-18385,747.558,598
SV-20365,744.1,599
CS-12400,743.988,600
AC-10450,742.336,601
SM-20950,735.98,602
TC-20980,735.98,602
RB-19435,735.98,602
TS-21205,733.95,603
CG-12520,731.94,604
MH-17785,730.2,605
GD-14590,728.946,606
CB-12025,728.82,607
NC-18625,727.45,608
MH-18115,727.296,609
KH-16690,725.84,610
SC-20725,725.84,610
RB-19435,725.344,611
CB-12025,724.08,612
MO-17800,723.92,613
HZ-14950,723.92,613
CB-12535,722.352,614
MO-17500,722.352,614
DV-13045,721.875,615
AI-10855,720.76,616
NC-18625,720.76,616
MN-17935,720.064,617
SJ-20125,720.064,617
MC-17425,719.976,618
KT-16480,719.96,619
CM-12715,719.952,620
KH-16690,718.64,621
SC-20770,718.116,622
NP-18325,717.72,623
KD-16615,717.72,623
JR-16210,717.12,624
TS-21370,716,625
PO-19180,715.64,626
RW-19630,715.64,626
SV-20785,715.2,627
DB-13060,714.3,628
SC-20695,714.3,628
SC-20260,713.88,629
ZC-21910,710.832,630
JL-15505,707.88,631
DK-13225,706.86,632
PP-18955,706.86,632
JC-15775,705.544,633
MH-18025,704.9,634
NC-18340,704.76,635
RH-19555,704.76,635
JG-15805,704.25,636
AJ-10780,704.25,636
JP-15520,703.968,637
LB-16795,703.71,638
BS-11590,701.96,639
ME-17725,701.96,639
EH-14125,701.372,640
EM-13810,700.152,641
KT-16480,700.056,642
RP-19855,699.98,643
TP-21130,699.98,643
HL-15040,699.93,644
AC-10420,698.352,645
JE-15715,698.352,645
JE-15715,698.352,645
RD-19660,697.16,646
SA-20830,697.16,646
HK-14890,696.42,647
AS-10045,695.7,648
TC-21295,695.7,648
JG-15310,695.16,649
BF-11215,692.94,650
SH-20635,692.472,651
JE-15745,691.96,652
RD-19900,689.82,653
AW-10930,689.408,654
HR-14770,687.4,655
CC-12475,686.4,656
AP-10915,686.32,657
RL-19615,683.988,658
PH-18790,683.952,659
KH-16510,683.332,660
SC-20725,683.144,661
BC-11125,681.408,662
JL-15235,681.408,662
AG-10900,680.01,663
CM-12235,679.96,664
CM-12115,677.58,665
QJ-19255,677.58,665
JG-15160,675.96,666
RA-19885,675.12,667
BD-11725,675.06,668
DW-13480,674.352,669
KM-16720,674.352,669
MC-17605,674.058,670
AA-10315,673.568,671
CL-12565,673.568,671
NF-18385,673.344,672
EM-14140,671.984,673
EP-13915,671.94,674
HA-14920,671.93,675
DB-12910,671.93,675
LB-16795,671.544,676
TS-21655,670.752,677
NW-18400,669.08,678
AH-10030,668.16,679
MH-18115,666.4,680
WB-21850,666.344,681
MG-18145,666.248,682
PK-19075,665.88,683
EB-13705,665.408,684
MM-18055,664.146,685
ML-17755,663.936,686
TB-21625,663.92,687
SM-20320,663.072,688
JE-15715,662.88,689
TS-21505,662.88,689
AF-10870,662.84,690
VW-21775,661.176,691
JK-15730,659.988,692
VM-21685,659.976,693
BF-11005,659.976,693
JK-15625,659.97,694
SP-20860,659.9,695
BG-11035,659.9,695
PF-19120,659.9,695
RL-19615,659.168,696
Dl-13600,658.746,697
RB-19330,657.93,698
MG-17650,657.93,698
HM-14860,657.93,698
GA-14515,657.552,699
ND-18370,657.504,700
KB-16240,655.9,701
MP-18175,653.55,702
SC-20260,653.55,702
SB-20290,652.995,703
CK-12760,652.45,704
TP-21565,650.352,705
LR-16915,649,706
DR-12880,647.904,707
VB-21745,647.84,708
SC-20575,647.84,708
LM-17065,646.776,709
CS-12250,646.74,710
DM-13015,646.272,711
DK-12985,646.2,712
NC-18340,644.076,713
BV-11245,643.136,714
LE-16810,641.96,715
AR-10540,639.968,716
LH-16900,638.82,717
DR-12880,638.82,717
AJ-10945,638.73,718
BP-11290,638.288,719
CC-12220,637.896,720
AH-10075,637.896,720
SZ-20035,637.44,721
KH-16630,636.86,722
KT-16480,636.408,723
KL-16645,635.96,724
VF-21715,634.116,725
TB-21250,631.96,726
HM-14860,631.96,726
MW-18220,631.782,727
MM-17260,631.782,727
GW-14605,631.176,728
ON-18715,630.024,729
SK-19990,629.958,730
RS-19765,629.95,731
GB-14575,629.95,731
DB-13270,629.95,731
KB-16600,629.95,731
MW-18220,629.95,731
GM-14500,629.93,732
ML-17755,629.64,733
TP-21565,629.184,734
DH-13075,629.1,735
MH-18115,629.1,735
EM-14140,629.1,735
JA-15970,629.064,736
SB-20290,628.81,737
CC-12100,627.168,738
MB-18085,627.168,738
MP-17470,626.352,739
EJ-14155,626.352,739
DF-13135,626.1,740
TT-21070,625.99,741
EB-13975,623.96,742
RD-19930,623.96,742
DB-13555,623.4648,743
DS-13180,622.45,744
CY-12745,621.76,745
CS-12400,620.6145,746
CS-12355,619.95,747
MH-18115,619.95,747
BM-11650,619.95,747
JG-15160,619.152,748
FO-14305,617.976,749
CS-12400,617.976,749
MW-18235,617.97,750
TB-21280,617.97,750
PF-19165,617.7,751
TS-21370,616.998,752
JK-15625,614.272,753
PO-18850,613.9992,754
CP-12340,613.908,755
MY-18295,611.058,756
ME-17320,609.98,757
FP-14320,609.98,757
CM-12190,607.52,758
KM-16375,605.88,759
LS-17200,605.34,760
SZ-20035,604.768,761
NC-18535,604.752,762
PO-18865,604.752,762
PB-19105,604.656,763
TZ-21580,603.92,764
SC-20095,603.92,764
TH-21100,603.92,764
KB-16240,603.92,764
JK-15625,603.92,764
VS-21820,602.651,765
KM-16225,601.65,766
CD-12790,601.536,767
RD-19900,601.536,767
SE-20110,601.47,768
DM-13015,601.3,769
AD-10180,600.558,770
JS-16030,600.558,770
CJ-12010,600.558,770
SZ-20035,600.53,771
EA-14035,599.99,772
GH-14410,599.985,773
NC-18340,599.98,774
SU-20665,599.97,775
SV-20365,599.97,775
KE-16420,599.9,776
EB-13870,599.292,777
MH-17290,599.165,778
KN-16390,598.458,779
FH-14275,597.132,780
MC-17590,597,781
ML-18040,595,782
PG-18820,595,782
DB-13660,594.816,783
LS-16945,593.568,784
CW-11905,592.74,785
FH-14275,591.32,786
NL-18310,590.352,787
BS-11380,590.352,787
JR-15670,590.058,788
TH-21550,589.9,789
CC-12220,589.41,790
RB-19705,589.41,790
EH-14185,588.784,791
BM-11650,587.97,792
KW-16435,587.97,792
EM-14140,587.97,792
FM-14215,587.97,792
DS-13180,586.398,793
CS-11950,585.552,794
KF-16285,585.552,794
TP-21130,584.82,795
BP-11095,583.8,796
DG-13300,582.336,797
MM-17920,581.96,798
Dp-13240,580.672,799
CC-12610,579.95,800
AS-10090,579.528,801
NG-18355,579.51,802
BT-11680,579.51,802
HG-14965,579.3,803
SW-20755,579.136,804
HA-14905,579.136,804
KD-16495,577.764,805
SC-20020,577.584,806
MN-17935,575.968,807
MA-17560,575.928,808
LW-16825,575.92,809
AH-10210,575.92,809
RB-19465,574.91,810
WB-21850,573.728,811
JK-15370,573.174,812
EM-13960,572.8,813
LC-17140,572.76,814
CS-12250,572.58,815
CM-11815,572.58,815
LC-16885,572.16,816
GM-14440,572.16,816
MK-18160,571.44,817
KH-16330,569.99,818
LL-16840,569.64,819
BW-11110,569.568,820
HA-14920,569.536,821
GH-14410,569.058,822
PR-18880,568.728,823
LR-16915,568.728,823
MH-17785,567.12,824
CP-12340,566.97,825
MP-18175,564.195,826
SC-20020,563.94,827
PN-18775,563.94,827
PK-19075,563.92,828
JE-15610,563.808,829
VT-21700,563.808,829
JG-15310,563.43,830
LF-17185,563.4,831
BP-11050,563.4,831
EH-13765,563.24,832
TT-21070,563.024,833
CS-12490,562.2925,834
LA-16780,561.584,835
MH-18025,561.568,836
EP-13915,559.992,837
TZ-21580,559.984,838
TN-21040,559.93,839
SP-20860,559.92,840
AG-10525,559.71,841
VW-21775,559.62,842
CL-12565,558.4,843
Co-12640,558.4,843
AZ-10750,557.728,844
LT-17110,557.585,845
JO-15145,556.665,846
HF-14995,556.665,846
RH-19510,555.96,847
SF-20965,555.21,848
JR-15670,552.56,849
SC-20770,552.56,849
SV-20935,552,850
MF-17665,551.985,851
DK-13090,550.431,852
MA-17560,549.99,853
PO-19180,549.99,853
KD-16495,549.98,854
MY-17380,547.3,855
JD-16150,547.136,856
VT-21700,547.136,856
JL-15835,546.66,857
VP-21730,546.06,858
ND-18370,545.94,859
CC-12220,545.916,860
AS-10225,545.88,861
CA-12265,545.85,862
BM-11650,544.38,863
GB-14575,544.38,863
NZ-18565,544.008,864
LS-16945,544.008,864
TH-21550,543.92,865
TM-21490,543.92,865
FH-14350,542.94,866
TH-21550,542.94,866
KM-16225,542.94,866
JM-16195,542.94,866
RM-19375,542.94,866
EG-13900,542.646,867
JM-16195,541.44,868
JL-15850,540.57,869
RW-19540,540.57,869
RB-19795,540.048,870
NG-18430,540.048,870
DW-13480,539.97,871
AH-10465,539.97,871
CS-11950,539.964,872
LC-17050,539.964,872
RB-19435,539.92,873
SC-20770,539.91,874
KH-16330,539.658,875
NP-18670,538.92,876
AS-10090,538.194,877
RL-19615,537.544,878
TT-21220,537.544,878
JD-15895,535.41,879
RP-19855,535.41,879
MS-17770,535.41,879
SC-20020,535.41,879
DL-12925,533.94,880
DH-13075,532.72,881
MS-17770,532.704,882
SN-20710,532.3992,883
BM-11650,530.34,884
KT-16465,528.43,885
EA-14035,528.43,885
MY-18295,528.43,885
RL-19615,527.92,886
BF-11170,526.582,887
DB-13405,526.45,888
SM-20320,526.45,888
EB-13930,526.344,889
AH-10690,523.92,890
GM-14680,523.92,890
KL-16555,523.764,891
AR-10345,523.764,891
SF-20965,523.48,892
JE-15610,523.392,893
LL-16840,523.26,894
PO-19180,523.25,895
CM-12655,521.96,896
TS-21430,521.96,896
RR-19315,520.464,897
RO-19780,520.464,897
JG-15805,520.05,898
RF-19735,519.96,899
SP-20860,519.792,900
SC-20695,519.68,901
CC-12430,518.272,902
SW-20350,517.9,903
MC-17275,517.5,904
PO-18850,517.405,905
AG-10495,516.96,906
RB-19795,516.488,907
SC-20725,515.88,908
