"Order ID","Order Date","Customer ID","Product ID",Sales,Quantity,Profit
US-2017-107272,11/5/2017,TS-21610,OFF-ST-10002974,243.992,7,30.499
US-2016-125969,11/6/2016,LS-16975,FUR-FU-10003773,238.56,3,26.2416
CA-2017-155376,12/22/2017,SG-20080,OFF-AP-10001058,839.43,3,218.2518
CA-2015-110744,9/7/2015,HA-14920,OFF-ST-10003656,671.93,7,20.1579
CA-2016-114489,12/5/2016,JE-16165,TEC-PH-10000215,384.45,11,103.8015
CA-2016-114489,12/5/2016,JE-16165,FUR-CH-10000454,1951.84,8,585.552
CA-2014-104269,3/1/2014,DB-13060,FUR-CH-10004063,457.568,2,51.4764
CA-2016-114104,11/20/2016,NP-18670,TEC-PH-10004536,944.93,7,236.2325
CA-2014-139892,9/8/2014,BM-11140,TEC-MA-10000822,8159.952,8,-1359.992
CA-2014-139892,9/8/2014,BM-11140,OFF-ST-10000991,275.928,3,-58.6347
CA-2014-139892,9/8/2014,BM-11140,FUR-CH-10004287,1740.06,9,-24.858
CA-2014-118962,8/5/2014,CS-12130,FUR-CH-10003817,340.144,7,21.259
US-2015-101511,11/21/2015,JE-15745,FUR-CH-10004698,396.802,7,-11.3372
CA-2014-166191,12/5/2014,DK-13150,TEC-AC-10004659,408.744,7,76.6395
CA-2014-158274,11/19/2014,RM-19675,TEC-PH-10003273,503.96,4,131.0296
CA-2015-102281,10/12/2015,MP-17470,FUR-BO-10002613,899.136,4,112.392
CA-2015-102281,10/12/2015,MP-17470,FUR-BO-10002545,626.352,3,46.9764
CA-2017-108329,12/9/2017,LE-16810,TEC-PH-10001918,444.768,4,44.4768
CA-2015-146262,1/2/2015,VW-21775,FUR-BO-10004695,452.45,5,-244.323
CA-2015-146262,1/2/2015,VW-21775,TEC-MA-10000864,1188,9,-950.4
CA-2016-130162,10/28/2016,JH-15910,TEC-PH-10002563,302.376,3,22.6782
CA-2015-169397,12/24/2015,JB-15925,TEC-MA-10001148,479.988,4,-383.9904
CA-2015-163055,8/9/2015,DS-13180,FUR-TA-10003748,622.45,5,136.939
US-2015-145436,2/28/2015,VD-21670,FUR-CH-10004477,389.696,8,43.8408
US-2017-100930,4/7/2017,CS-12400,FUR-TA-10003473,620.6145,3,-248.2458
US-2017-100930,4/7/2017,CS-12400,FUR-FU-10004017,258.072,3,0
US-2017-100930,4/7/2017,CS-12400,TEC-AC-10003832,617.976,3,-7.7247
CA-2016-157749,6/4/2016,KL-16645,FUR-FU-10000576,419.68,5,-356.728
CA-2014-131926,6/1/2014,DW-13480,FUR-CH-10004063,2001.86,7,580.5394
CA-2014-131926,6/1/2014,DW-13480,OFF-AP-10002945,1503.25,5,496.0725
CA-2016-154739,12/10/2016,LH-17155,FUR-CH-10002965,321.568,2,28.1372
CA-2016-145625,9/11/2016,KC-16540,TEC-AC-10003832,3347.37,13,636.0003
CA-2016-146941,12/10/2016,DL-13315,OFF-EN-10003296,361.92,4,162.864
US-2015-159982,11/28/2015,DR-12880,TEC-PH-10001580,647.904,6,56.6916
US-2014-106992,9/19/2014,SB-20290,TEC-MA-10000822,3059.982,3,-509.997
US-2014-106992,9/19/2014,SB-20290,TEC-MA-10003353,2519.958,7,-251.9958
CA-2016-125318,6/6/2016,RC-19825,TEC-PH-10001433,328.224,4,28.7196
CA-2017-163979,12/28/2017,KH-16690,OFF-ST-10003208,725.84,4,210.4936
US-2015-161991,9/26/2015,SC-20725,TEC-PH-10001760,1114.4,7,376.11
CA-2015-130890,11/2/2015,JO-15280,FUR-TA-10002903,1038.84,5,51.942
CA-2015-130883,9/26/2015,TB-21520,TEC-AC-10001956,239.8,5,47.96
CA-2016-112697,12/18/2016,AH-10195,OFF-BI-10000778,254.058,7,-169.372
CA-2016-112697,12/18/2016,AH-10195,OFF-SU-10000646,961.48,5,-204.3145
CA-2016-110772,11/20/2016,NZ-18565,TEC-AC-10002001,255.984,2,54.3966
CA-2014-111451,12/26/2014,KL-16555,FUR-FU-10004091,300.416,8,78.8592
CA-2014-111003,6/1/2014,CR-12625,OFF-AR-10002135,289.2,6,83.868
CA-2016-142902,9/12/2016,BP-11185,FUR-CH-10004086,466.768,2,52.5114
CA-2014-164973,11/4/2014,NM-18445,TEC-MA-10002927,3991.98,2,1995.99
CA-2014-164973,11/4/2014,NM-18445,TEC-PH-10004093,275.94,6,80.0226
CA-2014-164973,11/4/2014,NM-18445,TEC-AC-10000892,360,4,129.6
CA-2016-162138,4/23/2016,GK-14620,OFF-BI-10004593,251.52,6,81.744
US-2016-141544,8/30/2016,PO-18850,TEC-PH-10003645,290.898,3,-67.8762
US-2016-141544,8/30/2016,PO-18850,FUR-CH-10003312,786.744,4,-258.5016
CA-2015-137946,9/1/2015,DB-13615,TEC-CO-10001449,959.984,2,335.9944
CA-2014-129924,7/12/2014,AC-10420,FUR-TA-10004575,698.352,3,-17.4588
CA-2014-122336,4/13/2014,JD-15895,OFF-BI-10003656,509.97,10,-407.976
CA-2016-129714,9/1/2016,AB-10060,OFF-BI-10004995,4355.168,4,1415.4296
CA-2016-138520,4/8/2016,JL-15505,FUR-BO-10002268,388.704,6,-4.8588
CA-2017-155698,3/8/2017,VB-21745,OFF-AP-10001124,647.84,8,168.4384
CA-2017-144904,9/25/2017,KW-16435,FUR-CH-10000785,488.646,3,86.8704
CA-2016-155516,10/21/2016,MK-17905,FUR-BO-10002545,1043.92,4,271.4192
US-2014-119137,7/23/2014,AG-10900,TEC-AC-10003911,1023.936,8,179.1888
US-2014-119137,7/23/2014,AG-10900,TEC-AC-10002076,479.04,10,-29.94
US-2017-134481,8/27/2017,AR-10405,FUR-TA-10004915,1488.424,7,-297.6848
US-2015-168935,11/27/2015,DO-13435,FUR-TA-10000617,375.4575,3,-157.0095
CA-2015-122756,12/3/2015,DK-13225,TEC-MA-10001681,482.34,4,-337.638
US-2014-135972,9/21/2014,JG-15115,TEC-PH-10003012,246.384,2,27.7182
US-2014-135972,9/21/2014,JG-15115,TEC-CO-10002313,1799.97,3,701.9883
CA-2016-108987,9/8/2016,AG-10675,FUR-BO-10004834,2396.2656,4,-317.1528
CA-2017-117457,12/8/2017,KH-16510,TEC-CO-10004115,1199.976,3,434.9913
CA-2017-117457,12/8/2017,KH-16510,FUR-TA-10002041,1004.024,7,-112.9527
CA-2017-117457,12/8/2017,KH-16510,FUR-BO-10001972,1336.829,13,31.4548
CA-2017-142636,11/3/2017,KC-16675,FUR-CH-10001891,307.136,4,26.8744
CA-2016-148796,4/14/2016,PB-19150,FUR-CH-10004886,383.8,5,38.38
CA-2017-155705,8/21/2017,NF-18385,FUR-CH-10000015,866.4,4,225.264
CA-2017-149160,11/23/2017,JM-15265,OFF-BI-10001543,287.92,8,138.2016
US-2016-123750,4/15/2016,RB-19795,TEC-AC-10004659,408.744,7,76.6395
US-2016-123750,4/15/2016,RB-19795,TEC-AC-10004659,291.96,5,54.7425
CA-2016-127369,6/6/2016,DB-13060,OFF-ST-10003306,714.3,5,207.147
US-2014-150574,12/19/2014,MK-18160,TEC-AC-10002600,247.8,5,-18.585
CA-2016-147375,6/12/2016,PO-19180,TEC-MA-10002937,1007.979,3,43.1991
CA-2016-147375,6/12/2016,PO-19180,OFF-PA-10001970,313.488,7,113.6394
CA-2016-115756,9/5/2016,PK-19075,FUR-CH-10002372,242.94,3,29.1528
CA-2016-166674,4/1/2016,RB-19360,OFF-AR-10001953,263.88,6,71.2476
CA-2017-147277,10/20/2017,EB-13705,FUR-TA-10001539,284.364,2,-75.8304
CA-2017-147277,10/20/2017,EB-13705,OFF-ST-10000142,665.408,2,66.5408
US-2016-157945,9/26/2016,NF-18385,FUR-CH-10002331,747.558,3,-96.1146
CA-2015-109638,12/15/2015,JH-15985,TEC-AC-10004571,899.91,9,377.9622
CA-2016-109869,4/22/2016,TN-21040,FUR-TA-10001889,1272.63,6,-814.4832
US-2015-101399,1/17/2015,JS-15940,FUR-FU-10002918,254.744,7,-312.0614
CA-2014-144666,11/9/2014,JP-15520,OFF-ST-10002743,340.92,3,3.4092
CA-2014-144666,11/9/2014,JP-15520,TEC-PH-10002680,703.968,4,87.996
CA-2016-100790,6/26/2016,JG-15805,OFF-ST-10000689,704.25,5,84.51
CA-2017-140963,6/10/2017,MT-18070,FUR-BO-10001337,514.165,5,-30.245
CA-2017-140963,6/10/2017,MT-18070,TEC-PH-10001924,279.96,5,17.4975
CA-2014-154627,10/29/2014,SA-20830,TEC-PH-10001363,2735.952,6,341.994
CA-2014-113362,9/14/2014,AJ-10960,OFF-ST-10001809,449.15,5,8.983
CA-2016-126158,7/25/2016,SC-20095,FUR-FU-10004864,255.76,4,81.8432
CA-2016-126158,7/25/2016,SC-20095,FUR-CH-10002602,241.568,2,18.1176
US-2016-105578,5/30/2016,MY-17380,FUR-CH-10001215,801.568,2,50.098
CA-2015-145352,3/16/2015,CM-12385,OFF-BI-10003527,6354.95,5,3177.475
CA-2017-127432,1/22/2017,AD-10180,TEC-CO-10003236,2999.95,5,1379.977
CA-2017-127432,1/22/2017,AD-10180,OFF-ST-10004459,1126.02,3,56.301
CA-2017-113558,10/21/2017,PH-18790,FUR-CH-10003379,683.952,3,42.747
US-2015-138303,9/3/2015,MG-18145,OFF-SU-10002881,666.248,1,-149.9058
CA-2016-168753,5/29/2016,RL-19615,TEC-PH-10000984,979.95,5,274.386
CA-2015-134894,12/7/2015,DK-12985,FUR-CH-10002647,283.92,4,70.98
CA-2014-140795,2/1/2014,BD-11500,TEC-AC-10001432,468.9,6,206.316
CA-2016-136924,7/14/2016,ES-14080,TEC-PH-10002262,380.864,8,38.0864
US-2015-120161,12/18/2015,LM-17065,OFF-ST-10001809,646.776,9,-145.5246
CA-2015-113173,11/15/2015,DK-13225,OFF-ST-10000604,250.272,9,15.642
CA-2016-136406,4/15/2016,BD-11320,FUR-CH-10002024,1121.568,2,0
CA-2017-100650,6/29/2017,DK-13225,OFF-ST-10001780,1295.78,2,310.9872
CA-2016-113243,6/10/2016,OT-18730,FUR-TA-10004256,1335.68,4,-217.048
CA-2017-137099,12/7/2017,FP-14320,TEC-PH-10002496,374.376,3,46.797
CA-2017-156951,10/1/2017,EB-13840,FUR-CH-10004997,451.152,3,0
CA-2017-145233,12/1/2017,DV-13465,TEC-PH-10004977,470.376,3,52.9173
CA-2017-145233,12/1/2017,DV-13465,TEC-PH-10001254,406.368,4,30.4776
CA-2015-128139,7/3/2015,BD-11725,OFF-LA-10003930,294.93,3,144.5157
CA-2014-131450,8/8/2014,LR-16915,TEC-CO-10004115,1199.976,3,434.9913
CA-2014-131450,8/8/2014,LR-16915,TEC-PH-10002398,445.96,5,55.745
CA-2014-131450,8/8/2014,LR-16915,FUR-FU-10001979,327.76,8,91.7728
US-2016-100720,7/16/2016,CK-12205,TEC-PH-10003963,494.376,4,-115.3544
CA-2016-161816,4/28/2016,NB-18655,TEC-PH-10003012,369.576,3,41.5773
CA-2016-121223,9/11/2016,GD-14590,TEC-PH-10004667,728.946,9,-157.9383
CA-2015-138009,11/29/2015,SF-20965,FUR-CH-10004853,301.96,2,87.5684
CA-2015-138009,11/29/2015,SF-20965,OFF-AP-10000179,555.21,5,178.901
CA-2015-138009,11/29/2015,SF-20965,OFF-ST-10001272,523.48,4,130.87
US-2016-135720,12/11/2016,FM-14380,OFF-ST-10001963,243.384,3,-51.7191
US-2016-135720,12/11/2016,FM-14380,TEC-PH-10002103,300.768,4,30.0768
CA-2017-144694,9/24/2017,BD-11605,OFF-LA-10003930,235.944,3,85.5297
CA-2015-168004,10/4/2015,DJ-13420,FUR-CH-10001482,392.94,3,43.2234
CA-2016-115917,5/20/2016,RB-19465,FUR-FU-10000576,1049.2,5,272.792
CA-2017-167913,7/30/2017,JL-15835,OFF-ST-10000585,330.4,2,85.904
CA-2016-160745,12/11/2016,AR-10825,TEC-PH-10003273,302.376,3,22.6782
CA-2016-160745,12/11/2016,AR-10825,TEC-AC-10001142,316,4,31.6
CA-2016-132661,10/23/2016,SR-20740,OFF-PA-10000482,379.4,10,178.318
US-2016-156097,9/19/2016,EH-14125,FUR-CH-10001215,701.372,2,-50.098
CA-2015-146563,8/24/2015,CB-12025,OFF-ST-10001490,999.432,7,124.929
CA-2015-146563,8/24/2015,CB-12025,OFF-ST-10001511,724.08,14,-135.765
CA-2015-146563,8/24/2015,CB-12025,FUR-TA-10001768,918.785,5,-118.1295
CA-2016-123666,3/26/2016,SP-20545,OFF-ST-10001522,459.95,5,18.398
CA-2017-132682,6/8/2017,TH-21235,TEC-PH-10004042,381.576,3,28.6182
US-2017-168116,11/4/2017,GT-14635,TEC-MA-10004125,7999.98,4,-3839.9904
CA-2014-157784,7/5/2014,MC-17845,TEC-AC-10003911,479.97,3,163.1898
US-2014-117135,6/21/2014,NP-18325,TEC-PH-10002033,284.82,1,74.0532
CA-2015-142027,4/9/2015,JK-15370,FUR-TA-10002774,369.912,3,-13.8717
CA-2014-112158,12/2/2014,DP-13165,FUR-BO-10003272,883.92,5,-110.49
US-2017-100048,5/19/2017,RS-19765,OFF-AP-10001154,281.34,6,109.7226
US-2017-100048,5/19/2017,RS-19765,TEC-PH-10003012,307.98,2,89.3142
US-2017-100048,5/19/2017,RS-19765,TEC-AC-10001606,299.97,3,113.9886
CA-2016-142335,12/15/2016,MP-17965,FUR-TA-10000198,1652.94,3,231.4116
CA-2016-142335,12/15/2016,MP-17965,OFF-ST-10000036,296.37,3,80.0199
US-2016-150861,12/3/2016,EG-13900,FUR-TA-10002228,400.032,2,-153.3456
US-2016-150861,12/3/2016,EG-13900,FUR-CH-10002965,542.646,3,102.4998
CA-2017-131954,1/21/2017,DS-13030,OFF-ST-10000736,242.94,3,9.7176
CA-2014-112326,1/4/2014,PO-19195,OFF-ST-10002743,272.736,3,-64.7748
CA-2014-124429,5/27/2014,MH-17785,FUR-TA-10002607,567.12,10,-28.356
CA-2014-124429,5/27/2014,MH-17785,OFF-ST-10001809,359.32,4,7.1864
CA-2016-110499,4/7/2016,YC-21895,TEC-CO-10002095,1199.976,3,374.9925
CA-2016-140928,9/18/2016,NB-18655,FUR-TA-10001095,383.438,4,-167.3184
CA-2014-162775,1/13/2014,CS-12250,TEC-AC-10003174,646.74,6,258.696
CA-2014-162775,1/13/2014,CS-12250,OFF-ST-10000025,572.58,6,34.3548
CA-2014-106810,5/14/2014,AJ-10795,FUR-FU-10004306,310.88,2,23.316
CA-2016-157245,5/19/2016,LE-16810,FUR-CH-10003746,641.96,2,179.7488
CA-2015-144267,8/21/2015,NZ-18565,FUR-CH-10002335,544.008,3,40.8006
CA-2015-154620,12/12/2015,LT-17110,FUR-CH-10004675,348.928,2,34.8928
CA-2015-115938,6/26/2015,SA-20830,FUR-CH-10003199,332.94,3,79.9056
CA-2016-105256,5/20/2016,JK-15730,TEC-PH-10001530,1363.96,5,85.2475
CA-2015-101910,11/27/2015,CD-11920,FUR-CH-10002647,283.92,5,17.745
CA-2016-136133,8/18/2016,HW-14935,OFF-AP-10000576,355.32,9,99.4896
CA-2014-134313,11/1/2014,RA-19915,TEC-PH-10001795,1983.968,4,247.996
CA-2014-151995,10/13/2014,ZC-21910,FUR-TA-10002903,1298.55,5,311.652
CA-2017-143686,5/14/2017,PJ-19015,TEC-AC-10001838,1399.93,7,601.9699
CA-2014-140858,6/28/2014,CA-12775,FUR-CH-10001394,1228.465,5,0
CA-2014-140858,6/28/2014,CA-12775,OFF-PA-10003395,335.52,4,117.432
CA-2017-101434,6/20/2017,TR-21325,TEC-AC-10002402,239.97,3,71.991
CA-2017-129462,6/16/2017,JE-15745,FUR-CH-10000665,301.96,2,90.588
CA-2016-165316,7/23/2016,JB-15400,TEC-MA-10004002,265.475,1,-111.4995
CA-2015-114300,10/13/2015,AF-10885,FUR-CH-10001891,287.94,3,77.7438
CA-2016-123274,2/19/2016,GT-14710,OFF-ST-10000736,242.94,3,9.7176
CA-2016-158099,9/3/2016,PK-18910,OFF-BI-10000545,1141.47,5,-760.98
CA-2016-158099,9/3/2016,PK-18910,TEC-PH-10002496,280.782,3,-46.797
CA-2016-116736,1/17/2016,CC-12430,FUR-FU-10004017,322.59,3,64.518
CA-2016-116736,1/17/2016,CC-12430,TEC-AC-10002049,371.97,3,66.9546
CA-2017-111689,11/30/2017,HP-14815,FUR-CH-10004287,1242.9,5,262.39
CA-2017-133256,6/26/2017,TH-21550,TEC-PH-10002660,543.92,8,135.98
CA-2017-132353,9/15/2017,DB-13060,TEC-PH-10004536,323.976,3,20.2485
CA-2017-143259,12/30/2017,PO-18865,FUR-BO-10003441,323.136,4,12.1176
CA-2017-137596,9/2/2017,BE-11335,TEC-PH-10001494,1199.8,4,323.946
CA-2017-137596,9/2/2017,BE-11335,TEC-AC-10004666,1928.78,7,829.3754
CA-2017-137596,9/2/2017,BE-11335,OFF-ST-10003816,352.38,2,81.0474
US-2014-141215,6/15/2014,KL-16555,FUR-CH-10003379,797.944,4,-56.996
CA-2015-111164,4/11/2015,SE-20110,OFF-AP-10004487,406.6,5,113.848
CA-2016-149797,9/15/2016,AH-10075,OFF-BI-10003650,841.568,2,294.5488
CA-2014-132962,9/13/2014,JM-15535,TEC-AC-10004353,252,5,53.55
CA-2016-140081,6/20/2016,CG-12040,OFF-AP-10001058,447.696,2,33.5772
CA-2016-142958,12/13/2016,RW-19630,FUR-TA-10000577,1114.272,4,41.7852
CA-2015-120880,5/29/2015,JL-15850,OFF-ST-10001496,540.57,3,140.5482
US-2015-140200,7/26/2015,CA-12775,FUR-TA-10002356,393.165,3,-204.4458
US-2017-110576,11/28/2017,RB-19795,FUR-FU-10003601,516.488,7,-12.9122
US-2017-110576,11/28/2017,RB-19795,FUR-FU-10000576,1007.232,6,75.5424
US-2017-110576,11/28/2017,RB-19795,FUR-TA-10004154,2065.32,12,-619.596
CA-2017-152142,11/14/2017,LW-16990,FUR-CH-10002965,321.568,2,28.1372
CA-2017-135279,4/9/2017,BS-11800,OFF-ST-10001097,501.81,3,0
CA-2017-159366,1/7/2017,BW-11110,TEC-MA-10000822,3059.982,2,679.996
CA-2016-144939,10/3/2016,EB-13870,FUR-CH-10003199,599.292,6,93.2232
CA-2014-163419,11/11/2014,TZ-21580,TEC-PH-10000560,559.984,2,55.9984
CA-2014-163419,11/11/2014,TZ-21580,FUR-CH-10000665,603.92,5,75.49
CA-2017-100314,9/29/2017,AS-10630,TEC-MA-10003066,336.51,3,44.868
CA-2017-167899,5/21/2017,JG-15805,FUR-FU-10004071,520.05,5,72.807
CA-2015-153549,3/29/2015,SL-20155,FUR-CH-10004086,1166.92,5,131.2785
CA-2014-117639,5/21/2014,MW-18235,OFF-BI-10003925,2715.93,7,1276.4871
CA-2014-117639,5/21/2014,MW-18235,TEC-PH-10001530,617.97,3,173.0316
CA-2015-124891,7/31/2015,RH-19495,TEC-AC-10003033,2309.65,7,762.1845
CA-2015-124891,7/31/2015,RH-19495,FUR-TA-10002903,1090.782,7,-290.8752
CA-2015-126445,8/27/2015,RA-19945,OFF-ST-10000046,484.65,3,92.0835
US-2015-126214,12/21/2015,JS-15880,FUR-TA-10003748,1618.37,13,356.0414
CA-2015-108665,7/6/2015,KM-16225,OFF-ST-10001526,601.65,5,156.429
CA-2015-124450,4/27/2015,GT-14710,FUR-CH-10000309,1267.53,3,316.8825
CA-2015-124450,4/27/2015,GT-14710,TEC-MA-10004212,1379.92,8,648.5624
CA-2014-163552,7/11/2014,LA-16780,FUR-CH-10003379,854.94,3,213.735
CA-2016-127670,3/20/2016,RD-19660,FUR-TA-10001095,697.16,4,146.4036
CA-2016-102981,9/6/2016,MO-17500,FUR-BO-10001811,722.352,3,90.294
CA-2017-152702,10/12/2017,SN-20710,FUR-CH-10002304,254.604,14,-18.186
CA-2016-169103,3/8/2016,ZC-21910,TEC-PH-10001530,1363.96,5,85.2475
CA-2014-139192,5/27/2014,LC-16885,TEC-PH-10000486,1113.504,12,125.2692
US-2015-153500,7/3/2015,DG-13300,FUR-FU-10004460,282.888,9,56.5776
CA-2015-110016,11/29/2015,BT-11395,FUR-CH-10002880,1106.91,9,121.7601
US-2016-143819,3/1/2016,KD-16270,FUR-TA-10001095,836.592,8,-264.9208
US-2016-143819,3/1/2016,KD-16270,OFF-ST-10003208,362.92,2,105.2468
US-2016-143819,3/1/2016,KD-16270,TEC-MA-10003979,4899.93,7,2400.9657
CA-2015-165085,12/27/2015,BT-11485,OFF-AP-10002518,355.96,2,103.2284
CA-2017-160423,1/21/2017,PS-19045,OFF-ST-10004340,348.208,7,30.4682
CA-2014-159338,6/25/2014,NS-18640,FUR-TA-10004147,447.84,5,11.196
CA-2015-142755,9/4/2015,CS-12355,OFF-PA-10001970,279.9,5,137.151
CA-2015-142755,9/4/2015,CS-12355,TEC-AC-10002049,619.95,5,111.591
US-2014-147627,1/20/2014,HL-15040,TEC-PH-10001061,699.93,7,181.9818
US-2014-147627,1/20/2014,HL-15040,FUR-CH-10002331,1067.94,3,224.2674
CA-2016-112102,4/12/2016,BD-11605,FUR-TA-10004086,343.92,4,75.6624
CA-2016-152170,11/12/2016,FH-14275,OFF-EN-10002831,287.52,8,129.384
CA-2014-146969,9/29/2014,AP-10915,TEC-MA-10004241,686.32,2,223.054
CA-2015-112452,4/4/2015,NC-18340,OFF-AP-10003849,644.076,2,107.346
CA-2015-112452,4/4/2015,NC-18340,TEC-CO-10004202,599.98,2,209.993
CA-2014-136567,12/20/2014,PS-19045,FUR-TA-10001932,2244.48,7,493.7856
CA-2014-136567,12/20/2014,PS-19045,FUR-TA-10000617,455.1,2,100.122
CA-2017-147039,6/29/2017,AA-10315,OFF-AP-10000576,362.94,3,90.735
CA-2015-125416,11/2/2015,KC-16540,TEC-AC-10001552,447.93,9,49.2723
CA-2017-145226,12/8/2017,DL-13315,OFF-ST-10004123,272.94,3,0
CA-2016-168081,4/24/2016,CA-12055,TEC-AC-10003174,258.696,3,64.674
CA-2014-128146,6/21/2014,DB-13060,TEC-PH-10004539,1322.93,7,357.1911
CA-2014-127131,11/24/2014,HR-14830,OFF-ST-10002344,485.88,6,9.7176
CA-2017-117212,2/26/2017,BT-11530,TEC-PH-10004447,889.536,8,66.7152
CA-2017-117212,2/26/2017,BT-11530,FUR-CH-10003973,892.224,3,89.2224
CA-2016-130946,4/8/2016,ZC-21910,TEC-AC-10001990,431.928,9,64.7892
CA-2016-130946,4/8/2016,ZC-21910,OFF-BI-10004995,1088.792,4,-1850.9464
CA-2016-114727,7/18/2016,LS-16945,FUR-CH-10002335,544.008,3,40.8006
CA-2016-114727,7/18/2016,LS-16945,FUR-CH-10002331,854.352,3,10.6794
CA-2016-114727,7/18/2016,LS-16945,OFF-ST-10002292,593.568,2,0
CA-2016-114727,7/18/2016,LS-16945,OFF-ST-10000689,338.04,3,-33.804
CA-2017-133235,8/1/2017,LH-16750,TEC-PH-10002660,271.96,5,16.9975
CA-2016-137050,7/14/2016,SW-20755,FUR-BO-10004695,579.136,4,21.7176
US-2017-118087,9/9/2017,SP-20620,TEC-AC-10003174,258.696,3,64.674
US-2017-118087,9/9/2017,SP-20620,TEC-PH-10002200,1931.958,7,-386.3916
CA-2014-110184,7/12/2014,BF-11170,OFF-ST-10000107,249.75,9,44.955
CA-2014-110184,7/12/2014,BF-11170,TEC-PH-10000439,255.936,8,28.7928
CA-2016-153682,5/30/2016,BG-11695,TEC-CO-10001046,839.988,2,69.999
US-2016-162859,2/15/2016,PG-18820,OFF-BI-10004519,398.352,3,124.485
CA-2014-168494,12/12/2014,NP-18700,FUR-TA-10004619,764.688,6,95.586
CA-2014-168494,12/12/2014,NP-18700,FUR-TA-10003473,3610.848,12,135.4068
CA-2014-168494,12/12/2014,NP-18700,FUR-BO-10004467,254.9745,3,11.9988
CA-2017-115602,12/18/2017,DJ-13630,FUR-CH-10001708,1141.938,9,139.5702
CA-2017-115602,12/18/2017,DJ-13630,OFF-AP-10000891,1704.56,13,511.368
CA-2015-154956,7/4/2015,IM-15070,TEC-PH-10004165,1099.96,4,285.9896
US-2016-168620,12/24/2016,RB-19795,OFF-ST-10003716,540.048,3,-47.2542
US-2016-168620,12/24/2016,RB-19795,TEC-AC-10004469,255.68,8,76.704
CA-2017-117079,10/23/2017,JR-15700,TEC-PH-10004586,863.88,3,107.985
US-2014-167738,12/24/2014,JC-16105,FUR-CH-10001146,292.272,6,18.267
CA-2016-119186,5/26/2016,MS-17710,FUR-CH-10001973,388.43,5,-88.784
CA-2016-160815,9/5/2016,TR-21325,TEC-PH-10003505,278.4,3,80.736
CA-2017-122154,4/9/2017,SA-20830,OFF-PA-10000994,251.64,3,88.074
CA-2015-138898,5/25/2015,JH-16180,OFF-AP-10004487,845.728,13,84.5728
CA-2016-137043,12/23/2016,LC-17140,FUR-FU-10003664,572.76,6,166.1004
CA-2016-137043,12/23/2016,LC-17140,FUR-FU-10003664,286.38,3,83.0502
US-2017-126179,7/3/2017,CS-12460,TEC-PH-10001557,287.97,3,77.7519
CA-2016-101966,7/14/2016,BM-11785,TEC-PH-10003437,419.944,7,52.493
CA-2016-145919,12/18/2016,HG-14965,OFF-SU-10003505,579.3,5,28.965
CA-2014-160773,7/1/2014,LW-16825,TEC-PH-10004586,575.92,2,71.99
CA-2017-167703,2/3/2017,MC-17575,OFF-ST-10001490,285.552,2,35.694
CA-2016-122133,5/16/2016,JR-15670,OFF-ST-10002574,552.56,4,0
CA-2017-100524,3/31/2017,CM-12115,TEC-PH-10002549,677.58,3,176.1708
CA-2017-113481,1/2/2017,AS-10045,TEC-MA-10002178,695.7,2,-27.828
CA-2014-153976,10/3/2014,BP-11290,FUR-CH-10002880,258.279,3,-70.1043
CA-2017-162978,5/4/2017,LW-16990,FUR-TA-10003473,300.904,1,11.2839
